nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.264703_at,cor.263235_at
2,250646_at,T,F,AT5G06720,PA2|ATPA2,peroxidase 2,0.666463627,0.504283547
2,250647_at,T,F,AT5G06770,AT5G06770,KH domain-containing protein / zinc finger (CCCH type) family protein,0.892380587,0.696437042
2,250649_at,T,F,AT5G06690,WCRKC1,WCRKC thioredoxin 1,0.626805433,0.765787318
2,250650_at,T,F,AT5G06850,AT5G06850,C2 calcium/lipid-binding plant phosphoribosyltransferase family protein,0.81348232,0.745669864
2,250652_at,T,F,AT5G06920,FLA21,FASCICLIN-like arabinogalactan protein 21 precursor,0.550105703,0.619446115
2,250655_at,T,F,AT5G06960,OBF5|TGA5,OCS-element binding factor 5,0.889609826,0.735646144
2,250658_at,T,F,AT5G07040,AT5G07040,RING/U-box superfamily protein,0.810687439,0.790458649
2,250659_at,T,F,AT5G07050,AT5G07050,nodulin MtN21 /EamA-like transporter family protein,0.845942686,0.767627792
2,250660_at,T,F,AT5G07060,AT5G07060,CCCH-type zinc fingerfamily protein with RNA-binding domain,0.615905484,0.536704336
2,250663_at,T,F,AT5G07110,PRA1.B6,prenylated RAB acceptor 1.B6,0.824188886,0.873400078
2,250664_at,T,F,AT5G07080,AT5G07080,HXXXD-type acyl-transferase family protein,0.642823676,0.667551297
2,250666_at,T,F,AT5G07100,WRKY26,WRKY DNA-binding protein 26,0.778236281,0.70303362
2,250667_at,T,F,AT5G07090,AT5G07090,Ribosomal protein S4 (RPS4A) family protein,0.724408612,0.710242485
2,250668_at,T,F,AT5G07020,AT5G07020,proline-rich family protein,0.899088905,0.793251234
2,250669_at,T,F,AT5G06870,PGIP2|ATPGIP2,polygalacturonase inhibiting protein 2,0.84110062,0.732832401
2,250670_at,T,F,AT5G06860,PGIP1|ATPGIP1,polygalacturonase inhibiting protein 1,0.873895413,0.722981656
2,250671_at,T,F,AT5G06950,AHBP-1B|TGA2,bZIP transcription factor family protein,0.819606723,0.728566232
2,250674_at,T,F,AT5G07130,LAC13,laccase 13,0.836128494,0.688471197
2,250677_at,T,F,AT5G06520,AT5G06520,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,0.761757749,0.696977825
2,250678_at,T,F,AT5G06540,AT5G06540,Pentatricopeptide repeat (PPR) superfamily protein,0.675127632,0.521315678
2,250679_at,T,F,AT5G06550,AT5G06550,"CONTAINS InterPro DOMAIN/s: Transcription factor jumonji/aspartyl beta-hydroxylase (InterPro:IPR003347), F-box domain, Skp2-like (InterPro:IPR022364), Transcription factor jumonji (InterPro:IPR013129); BEST Arabidopsis thaliana protein match is: transferases, transferring glycosyl groups (TAIR:AT1G78280.1); Has 1762 Blast hits to 1747 proteins in 292 species: Archae - 0; Bacteria - 297; Metazoa - 877; Fungi - 168; Plants - 221; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink).",0.770878492,0.716582128
2,250680_at,T,F,AT5G06570,AT5G06570,alpha/beta-Hydrolases superfamily protein,0.866268806,0.832293959
2,250682_x_at,T,F,AT5G06630,AT5G06630,proline-rich extensin-like family protein,0.653978893,0.690589373
2,250683_x_at,T,F,AT5G06640,AT5G06640,Proline-rich extensin-like family protein,0.655881366,0.737514176
2,250685_at,T,F,AT5G06670,AT5G06670,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.711597904,0.804138853
2,250686_at,T,F,AT5G06680,ATGCP3|GCP3|ATSPC98|SPC98,spindle pole body component 98,0.820943114,0.737449562
2,250687_at,T,F,AT5G06660,AT5G06660,"Protein of unknown function DUF106, transmembrane",0.864390485,0.603867819
2,250689_at,T,F,AT5G06610,AT5G06610,Protein of unknown function (DUF620),0.775765006,0.558949756
2,250690_at,T,F,AT5G06530,AT5G06530,ABC-2 type transporter family protein,0.872160798,0.678007559
2,250691_at,T,F,AT5G06580,AT5G06580,FAD-linked oxidases family protein,0.861238996,0.701446467
2,250692_at,T,F,AT5G06560,AT5G06560,"Protein of unknown function, DUF593",0.880117654,0.802000082
2,250693_at,T,F,AT5G06600,UBP12,ubiquitin-specific protease 12,0.753525713,0.607043001
2,250695_at,T,F,AT5G06740,AT5G06740,Concanavalin A-like lectin protein kinase family protein,0.892019376,0.797400815
2,250696_at,T,F,AT5G06790,AT5G06790,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: LP.04 four leaves visible, LP.02 two leaves visible, petal differentiation and expansion stage, D bilateral stage; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G57950.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.836061812,0.768601975
2,250697_at,T,F,AT5G06800,AT5G06800,myb-like HTH transcriptional regulator family protein,0.895195267,0.779674453
2,250699_at,T,F,AT5G06820,SRF2,STRUBBELIG-receptor family 2,0.715645211,0.554751617
2,250700_at,T,F,AT5G06830,AT5G06830,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF773 (InterPro:IPR008491); Has 365 Blast hits to 359 proteins in 109 species: Archae - 9; Bacteria - 13; Metazoa - 209; Fungi - 7; Plants - 47; Viruses - 0; Other Eukaryotes - 80 (source: NCBI BLink).,0.839689534,0.610038213
2,250701_at,T,F,AT5G06839,bZIP65|TGA10,bZIP transcription factor family protein,0.895615618,0.795474592
2,250702_at,T,F,AT5G06730,AT5G06730,Peroxidase superfamily protein,0.85005078,0.682778975
2,250703_at,T,F,AT5G06360,AT5G06360,Ribosomal protein S8e family protein,0.823527641,0.810488708
2,250705_at,T,F,AT5G06340,NUDX27|ATNUDX27,nudix hydrolase homolog 27,0.892191951,0.762284246
2,250707_at,T,F,AT5G05950,MEE60,maternal effect embryo arrest 60,0.812934793,0.718904461
2,250708_at,T,F,AT5G06070,RBE|RAB,C2H2 and C2HC zinc fingers superfamily protein,0.719080996,0.594437225
2,250711_at,T,F,AT5G06110,AT5G06110,DnaJ domain ;Myb-like DNA-binding domain,0.724436543,0.797586984
2,250713_at,T,F,AT5G06130,AT5G06130,chaperone protein dnaJ-related,0.874016317,0.752740547
2,250714_at,T,F,AT5G06140,SNX1|ATSNX1,sorting nexin 1,0.783724337,0.761626462
2,250715_at,T,F,AT5G06160,ATO,splicing factor-related,0.852399337,0.771935769
2,250716_at,T,F,AT5G06170,SUC9|ATSUC9,sucrose-proton symporter 9,0.596814077,0.513321613
2,250717_at,T,F,AT5G06200,AT5G06200,Uncharacterised protein family (UPF0497),0.859571484,0.719144105
2,250718_at,T,F,AT5G06240,emb2735,embryo defective 2735,0.6609073,0.677722215
2,250720_at,T,F,AT5G06180,AT5G06180,Protein of unknown function (DUF1022),0.776883921,0.627655984
2,250722_at,T,F,AT5G06190,AT5G06190,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G58540.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.613269649,0.566932721
2,250723_at,T,F,AT5G06300,AT5G06300,Putative lysine decarboxylase family protein,0.871397913,0.835732214
2,250724_at,T,F,AT5G06330,AT5G06330,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,0.890534495,0.79437745
2,250727_at,T,F,AT5G06430,AT5G06430,Thioredoxin superfamily protein,0.828315558,0.690624338
2,250728_at,T,F,AT5G06440,AT5G06440,BEST Arabidopsis thaliana protein match is: Polyketide cyclase/dehydrase and lipid transport superfamily protein (TAIR:AT3G11720.3); Has 155 Blast hits to 153 proteins in 39 species: Archae - 0; Bacteria - 4; Metazoa - 5; Fungi - 6; Plants - 101; Viruses - 0; Other Eukaryotes - 39 (source: NCBI BLink).,0.666045778,0.637516765
2,250729_at,T,F,AT5G06460,ATUBA2|UBA 2,ubiquitin activating enzyme 2,0.772394979,0.538679501
2,250730_at,T,F,AT5G06490,AT5G06490,RING/U-box superfamily protein,0.758979981,0.622146512
2,250731_at,T,F,AT5G06500,AGL96,AGAMOUS-like 96,0.808488001,0.681903522
2,250733_at,T,F,AT5G06290,2-Cys Prx B|2CPB,2-cysteine peroxiredoxin B,0.899983157,0.789005584
2,250734_at,T,F,AT5G06270,AT5G06270,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 11 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G11600.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.821292007,0.607091561
2,250737_at,T,F,AT5G06370,AT5G06370,NC domain-containing protein-related,0.79514478,0.692407172
2,250738_at,T,F,AT5G05730,TRP5|JDL1|WEI2|ASA1|AMT1,anthranilate synthase alpha subunit 1,0.780710598,0.72405051
2,250739_at,T,F,AT5G05740,ATEGY2|EGY2,ethylene-dependent gravitropism-deficient and yellow-green-like 2,0.888885768,0.803718688
2,250740_at,T,F,AT5G05760,ATSED5|SED5|SYP31|ATSYP31,syntaxin of plants 31,0.926775522,0.833366646
2,250741_at,T,F,AT5G05790,AT5G05790,Duplicated homeodomain-like superfamily protein,0.902940478,0.850040329
2,250746_at,T,F,AT5G05880,AT5G05880,UDP-Glycosyltransferase superfamily protein,0.903715825,0.796441212
2,250747_at,T,F,AT5G05900,AT5G05900,UDP-Glycosyltransferase superfamily protein,0.882903528,0.744861761
2,250748_at,T,F,AT5G05710,AT5G05710,Pleckstrin homology (PH) domain superfamily protein,0.646637147,0.512736722
2,250749_at,T,F,AT5G05780,ATHMOV34|RPN8A|AE3,RP non-ATPase subunit 8A,0.814235938,0.769098942
2,250750_at,T,F,AT5G05870,UGT76C1,UDP-glucosyl transferase 76C1,0.778349707,0.788148585
2,250751_at,T,F,AT5G05890,AT5G05890,UDP-Glycosyltransferase superfamily protein,0.790602923,0.64426127
2,250752_at,T,F,AT5G05690,CYP90A1|CPD|DWF3|CBB3|CYP90A|CYP90,Cytochrome P450 superfamily protein,0.886170603,0.819295712
2,250755_at,T,F,AT5G05750,AT5G05750,DNAJ heat shock N-terminal domain-containing protein,0.74455025,0.721165011
2,250757_at,T,F,AT5G05980,ATDFB|DFB,DHFS-FPGS homolog B,0.820990472,0.660130438
2,250758_at,T,F,AT5G06000,EIF3G2|ATEIF3G2,eukaryotic translation initiation factor 3G2,0.769020265,0.766561336
2,250761_at,T,F,AT5G06050,AT5G06050,Putative methyltransferase family protein,0.687828584,0.698898337
2,250763_at,T,F,AT5G06060,AT5G06060,NAD(P)-binding Rossmann-fold superfamily protein,0.865693921,0.777191969
2,250764_at,T,F,AT5G05960,AT5G05960,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.8995628,0.756588876
2,250765_at,T,F,AT5G05930,GC1|ATGC1,guanylyl cyclase 1,0.798438734,0.813525392
2,250768_at,T,F,AT5G05670,AT5G05670,signal recognition particle binding,0.809500214,0.741285489
2,250769_at,T,F,AT5G05680,MOS7,nuclear pore complex protein-related,0.857576775,0.740870825
2,250771_at,T,F,AT5G05400,AT5G05400,LRR and NB-ARC domains-containing disease resistance protein,0.890811837,0.774348519
2,250772_at,T,F,AT5G05420,AT5G05420,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,0.739116484,0.502319946
2,250775_at,T,F,AT5G05460,AT5G05460,Glycosyl hydrolase family 85,0.919930602,0.753086104
2,250776_at,T,F,AT5G05320,AT5G05320,FAD/NAD(P)-binding oxidoreductase family protein,0.720229199,0.633339857
2,250777_at,T,F,AT5G05440,PYL5|RCAR8,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0.577262425,0.753851853
2,250778_at,T,F,AT5G05500,AT5G05500,Pollen Ole e 1 allergen and extensin family protein,0.88620807,0.810748248
2,250779_at,T,F,AT5G05470,EIF2 ALPHA|EIF2-A2|ATEIF2-A2,eukaryotic translation initiation factor 2 alpha subunit,0.611951639,0.604260775
2,250780_at,T,F,AT5G05290,EXP2|ATHEXP ALPHA 1.12|ATEXP2|EXPA2|ATEXPA2,expansin A2,0.877955812,0.705909299
2,250782_at,T,F,AT5G05490,REC8|SYN1|DIF1|ATREC8,Rad21/Rec8-like family protein,0.708353266,0.669812304
2,250783_at,T,F,AT5G05260,CYP79A2,cytochrome p450 79a2,0.763187807,0.693112683
2,250786_at,T,F,AT5G05540,SDN2,small RNA degrading nuclease 2,0.866062144,0.721204186
2,250788_at,T,F,AT5G05570,AT5G05570,transducin family protein / WD-40 repeat family protein,0.849284712,0.656789017
2,250789_at,T,F,AT5G05630,AT5G05630,Amino acid permease family protein,0.612559291,0.679677334
2,250790_at,T,F,AT5G05640,AT5G05640,nucleoprotein-related,0.877058503,0.773166447
2,250792_at,T,F,AT5G05520,AT5G05520,Outer membrane OMP85 family protein,0.884378745,0.808054642
2,250794_at,T,F,AT5G05270,AT5G05270,Chalcone-flavanone isomerase family protein,0.536618096,0.719953566
2,250795_at,F,NA,AT5G05280,AT5G05280,RING/U-box superfamily protein,0.729860857,0.668094882
2,250797_at,T,F,AT5G05310,AT5G05310,TLC ATP/ADP transporter,0.796742481,0.738421633
2,250800_at,T,F,AT5G05370,AT5G05370,"Cytochrome b-c1 complex, subunit 8 protein",0.82419955,0.716889654
2,250801_at,T,F,AT5G04960,AT5G04960,Plant invertase/pectin methylesterase inhibitor superfamily,0.853902574,0.791869271
2,250802_at,T,F,AT5G04970,AT5G04970,Plant invertase/pectin methylesterase inhibitor superfamily,0.83703597,0.799239148
2,250803_at,T,F,AT5G04980,AT5G04980,DNAse I-like superfamily protein,0.631327653,0.722497434
2,250806_at,T,F,AT5G05070,AT5G05070,DHHC-type zinc finger family protein,0.887242528,0.791993274
2,250807_at,T,F,AT5G05130,AT5G05130,DNA/RNA helicase protein,0.695988942,0.605192435
2,250808_at,T,F,AT5G05150,ATATG18E|ATG18E|G18E,autophagy-related gene 18E,0.580771216,0.540452205
2,250809_at,T,F,AT5G05140,AT5G05140,Transcription elongation factor (TFIIS) family protein,0.527157104,0.682915351
2,250811_at,T,F,AT5G05110,AT5G05110,Cystatin/monellin family protein,0.874756709,0.625654636
2,250812_at,T,F,AT5G04900,NOL,NYC1-like,0.925130991,0.813016012
2,250813_at,T,F,AT5G05000,OEP34|ATTOC34|TOC34,translocon at the outer envelope membrane of chloroplasts 34,0.808457879,0.692669531
2,250814_at,T,F,AT5G05080,ATUBC22|UBC22,ubiquitin-conjugating enzyme 22,0.853356709,0.734363001
2,250815_s_at,F,NA,AT5G05040,AT5G05040,Cystatin/monellin superfamily protein,0.877446574,0.814194187
2,250816_at,T,F,AT5G05010,AT5G05010,clathrin adaptor complexes medium subunit family protein,0.829764804,0.811182346
2,250817_at,T,F,AT5G04940,SUVH1,SU(VAR)3-9 homolog 1,0.704437971,0.558534111
2,250818_at,T,F,AT5G04930,ALA1,aminophospholipid ATPase 1,0.63539838,0.627782056
2,250819_at,T,F,AT5G05100,AT5G05100,Single-stranded nucleic acid binding R3H protein,0.830439965,0.802893608
2,250820_at,T,F,AT5G05160,AT5G05160,Leucine-rich repeat protein kinase family protein,0.878467312,0.815996659
2,250824_at,T,F,AT5G05200,AT5G05200,Protein kinase superfamily protein,0.838848844,0.828031506
2,250825_at,T,F,AT5G05210,AT5G05210,Surfeit locus protein 6,0.674030119,0.806257757
2,250827_at,T,F,AT5G05170,ATH-B|CESA3|CEV1|IXR1|ATCESA3,Cellulose synthase family protein,0.528887206,0.563530108
2,250830_at,T,F,AT5G04910,AT5G04910,unknown protein; Has 71 Blast hits to 71 proteins in 36 species: Archae - 0; Bacteria - 0; Metazoa - 17; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).,0.78512245,0.522681276
2,250832_at,T,F,AT5G04950,NAS1|ATNAS1,nicotianamine synthase 1,0.771976088,0.641637114
2,250833_at,T,F,AT5G04540,AT5G04540,Myotubularin-like phosphatases II superfamily,0.800926734,0.754510351
2,250835_at,T,T,AT5G04560,DME,HhH-GPD base excision DNA repair family protein,0.762702544,0.688502417
2,250836_at,T,T,AT5G04560,DME,HhH-GPD base excision DNA repair family protein,0.824892513,0.5513949
2,250842_at,T,F,AT5G04490,VTE5,vitamin E pathway gene 5,0.935718083,0.82869249
2,250844_at,T,F,AT5G04470,SIM,cyclin-dependent protein kinase inhibitors,0.905403849,0.764845102
2,250845_at,T,F,AT5G04600,AT5G04600,RNA-binding (RRM/RBD/RNP motifs) family protein,0.816992159,0.802982613
2,250849_at,T,F,AT5G04410,NAC2|anac078,NAC domain containing protein 2,0.707786025,0.564036424
2,250851_at,T,F,AT5G04420,AT5G04420,Galactose oxidase/kelch repeat superfamily protein,0.882058644,0.796494114
2,250854_at,T,F,AT5G04710,AT5G04710,Zn-dependent exopeptidases superfamily protein,0.855340821,0.822810137
2,250856_at,T,F,AT5G04810,AT5G04810,pentatricopeptide (PPR) repeat-containing protein,0.877456299,0.807440228
2,250859_at,T,F,AT5G04660,CYP77A4,"cytochrome P450, family 77, subfamily A, polypeptide 4",0.932481496,0.767489138
2,250860_at,T,F,AT5G04770,CAT6|ATCAT6,cationic amino acid transporter 6,0.788177159,0.714773976
2,250861_at,T,F,AT5G04740,AT5G04740,ACT domain-containing protein,0.874705171,0.684960068
2,250862_s_at,F,NA,AT5G04800,AT5G04800,Ribosomal S17 family protein,0.751351511,0.805469545
2,250863_at,T,F,AT5G04750,AT5G04750,"F1F0-ATPase inhibitor protein, putative",0.855275572,0.672985926
2,250864_at,T,F,AT5G03870,AT5G03870,Glutaredoxin family protein,0.791651672,0.59096545
2,250865_at,T,F,AT5G03900,AT5G03900,Iron-sulphur cluster biosynthesis family protein,0.869363997,0.806410414
2,250867_at,T,F,AT5G03880,AT5G03880,Thioredoxin family protein,0.900813254,0.788525457
2,250868_at,T,F,AT5G03860,MLS,malate synthase,0.822235519,0.708227277
2,250872_at,T,F,AT5G03960,IQD12,IQ-domain 12,0.899907429,0.691797258
2,250873_at,T,F,AT5G03980,AT5G03980,SGNH hydrolase-type esterase superfamily protein,0.584009508,0.54993672
2,250874_at,T,F,AT5G04010,AT5G04010,F-box family protein,0.669385128,0.669240027
2,250876_at,T,F,AT5G04030,AT5G04030,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: egg cell; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.800541001,0.748006115
2,250878_at,T,F,AT5G04050,AT5G04050,RNA-directed DNA polymerase (reverse transcriptase),0.640435619,0.684616201
2,250881_at,T,F,AT5G04080,AT5G04080,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; Has 115 Blast hits to 115 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 5; Plants - 110; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.90360593,0.761191905
2,250882_at,T,F,AT5G04000,AT5G04000,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.792246854,0.756517202
2,250884_at,T,F,AT5G03940,SRP54CP|54CP|FFC|CPSRP54,chloroplast signal recognition particle 54 kDa subunit,0.908614641,0.818162697
2,250885_at,T,F,AT5G03910,ATH12|ATATH12,ABC2 homolog 12,0.885456507,0.818976892
2,250886_at,T,F,AT5G04440,AT5G04440,Protein of unknown function (DUF1997),0.873561564,0.72324375
2,250887_at,NA,NA,NA,NA,NA,0.830761643,0.731499638
2,250888_at,T,F,AT5G04460,AT5G04460,RING/U-box superfamily protein,0.875306291,0.756616585
2,250889_at,T,F,AT5G04500,AT5G04500,glycosyltransferase family protein 47,0.767034648,0.541061098
2,250890_at,T,F,AT5G04520,AT5G04520,Protein of unknown function DUF455,0.880460467,0.742780596
2,250891_at,T,F,AT5G04530,KCS19,3-ketoacyl-CoA synthase 19,0.934572046,0.853587723
2,250894_s_at,F,NA,AT5G03810,AT5G03810,GDSL-like Lipase/Acylhydrolase family protein,0.73338821,0.695607601
2,250895_at,T,F,AT5G03850,AT5G03850,"Nucleic acid-binding, OB-fold-like protein",0.813302992,0.757012861
2,250897_at,T,F,AT5G03430,AT5G03430,phosphoadenosine phosphosulfate (PAPS) reductase family protein,0.832816518,0.800419005
2,250898_at,T,F,AT5G03300,ADK2,adenosine kinase 2,0.762624528,0.755610096
2,250899_at,T,F,AT5G03340,AT5G03340,"ATPase, AAA-type, CDC48 protein",0.861885345,0.805269095
2,250901_at,T,F,AT5G03530,RABC2A|ATRAB ALPHA|ATRABC2A|ATRAB|ATRAB18B,RAB GTPase homolog C2A,0.849049127,0.781848823
2,250903_at,T,F,AT5G03600,AT5G03600,SGNH hydrolase-type esterase superfamily protein,0.758262345,0.621369646
2,250906_at,T,F,AT5G03650,SBE2.2,starch branching enzyme 2.2,0.853325329,0.757542886
2,250907_at,T,F,AT5G03670,AT5G03670,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G36420.1); Has 700 Blast hits to 624 proteins in 104 species: Archae - 0; Bacteria - 18; Metazoa - 333; Fungi - 60; Plants - 73; Viruses - 24; Other Eukaryotes - 192 (source: NCBI BLink).,0.881688466,0.805484751
2,250908_at,T,F,AT5G03680,PTL,Duplicated homeodomain-like superfamily protein,0.765425085,0.682210829
2,250909_at,T,F,AT5G03700,AT5G03700,D-mannose binding lectin protein with Apple-like carbohydrate-binding domain,0.917629374,0.821728261
2,250910_at,T,F,AT5G03720,HSFA3|AT-HSFA3,heat shock transcription factor A3,0.802515498,0.697288502
2,250911_at,T,F,AT5G03730,CTR1|SIS1|AtCTR1,Protein kinase superfamily protein,0.756811563,0.620576385
2,250912_at,T,F,AT5G03740,HD2C|HDT3,histone deacetylase 2C,0.81296841,0.717993072
2,250913_at,T,F,AT5G03770,KDTA,KDO transferase A,0.753076857,0.618930885
2,250916_at,T,F,AT5G03630,ATMDAR2,Pyridine nucleotide-disulphide oxidoreductase family protein,0.935658657,0.809087466
2,250917_at,T,F,AT5G03690,AT5G03690,Aldolase superfamily protein,0.738327945,0.550762447
2,250918_at,T,F,AT5G03610,AT5G03610,GDSL-like Lipase/Acylhydrolase superfamily protein,0.861391809,0.855025861
2,250920_at,T,F,AT5G03390,AT5G03390,Protein of unknown function (DUF295),0.653763597,0.649479529
2,250921_at,T,F,AT5G03460,AT5G03460,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.858095073,0.598426136
2,250922_at,T,F,AT5G03345,AT5G03345,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Magnesium transporter (InterPro:IPR018937); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.893987665,0.682475159
2,250925_at,T,F,AT5G03370,AT5G03370,acylphosphatase family,0.86799743,0.74748788
2,250928_at,T,F,AT5G03280,EIN2|CKR1|ATEIN2|ERA3|PIR2|ORE2|ORE3,NRAMP metal ion transporter family protein,0.77300932,0.547533884
2,250929_at,T,F,AT5G03290,IDH-V,isocitrate dehydrogenase V,0.933914914,0.783856006
2,250931_at,T,F,AT5G03200,AT5G03200,RING/U-box superfamily protein,0.861524335,0.563790883
2,250932_s_at,F,NA,AT5G03220,AT5G03220,"Mediator complex, subunit Med7",0.678476455,0.685835517
2,250934_at,T,F,AT5G03030,AT5G03030,Chaperone DnaJ-domain superfamily protein,0.709250609,0.641972003
2,250935_at,T,F,AT5G03240,UBQ3,polyubiquitin 3,0.770717768,0.55046425
2,250936_at,T,F,AT5G03120,AT5G03120,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 14 Blast hits to 14 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 14; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.904147407,0.763469806
2,250939_at,T,F,AT5G03040,iqd2,IQ-domain 2,0.863623777,0.535115289
2,250941_at,T,F,AT5G03320,AT5G03320,Protein kinase superfamily protein,0.843899394,0.789636104
2,250942_at,T,F,AT5G03350,AT5G03350,Legume lectin family protein,0.89455001,0.842076963
2,250944_at,T,F,AT5G03380,AT5G03380,Heavy metal transport/detoxification superfamily protein,0.848326808,0.741577166
2,250946_at,T,F,AT5G03420,AT5G03420,5'-AMP-activated protein kinase-related,0.924520781,0.848601154
2,250947_at,T,F,AT5G03450,AT5G03450,Transducin/WD40 repeat-like superfamily protein,0.631694634,0.504184667
2,250949_at,T,F,AT5G03510,AT5G03510,C2H2-type zinc finger family protein,0.832442069,0.706374367
2,250950_at,NA,NA,NA,NA,NA,0.811906466,0.775866201
2,250951_at,T,F,AT5G03550,AT5G03550,BEST Arabidopsis thaliana protein match is: TRAF-like family protein (TAIR:AT2G42460.1); Has 137 Blast hits to 125 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 137; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.831497126,0.744593647
2,250952_at,T,F,AT5G03570,IREG2|ATIREG2|FPN2,iron regulated 2,0.9091815,0.780814356
2,250955_at,T,F,AT5G03190,CPUORF47,conserved peptide upstream open reading frame 47,0.891249212,0.665856572
2,250959_at,T,F,AT5G02920,AT5G02920,F-box/RNI-like superfamily protein,0.773935833,0.712431141
2,250960_at,T,F,AT5G02940,AT5G02940,Protein of unknown function (DUF1012),0.833111334,0.746341375
2,250962_at,T,F,AT5G02990,AT5G02990,Galactose oxidase/kelch repeat superfamily protein,0.695091664,0.629009262
2,250967_at,T,F,AT5G02790,GSTL3,Glutathione S-transferase family protein,0.889943697,0.808804492
2,250968_at,T,F,AT5G02890,AT5G02890,HXXXD-type acyl-transferase family protein,0.812567345,0.833425237
2,250969_at,T,F,AT5G02740,AT5G02740,Ribosomal protein S24e family protein,0.754836944,0.668230966
2,250970_at,T,F,AT5G02770,AT5G02770,unknown protein; Has 469 Blast hits to 336 proteins in 126 species: Archae - 0; Bacteria - 54; Metazoa - 249; Fungi - 22; Plants - 47; Viruses - 0; Other Eukaryotes - 97 (source: NCBI BLink).,0.694291876,0.672674253
2,250972_at,T,F,AT5G02840,LCL1,LHY/CCA1-like 1,0.757863908,0.523026786
2,250973_at,T,F,AT5G02870,AT5G02870,Ribosomal protein L4/L1 family,0.684097285,0.629526144
