nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,
3,249619_at,T,F,AT5G37500,GORK,gated outwardly-rectifying K+ channel,0.523204557,0.626278797,0.759577524,0.434750516,0.438427012,0.556447681,
3,249620_at,T,F,AT5G37520,AT5G37520,Protein of Unknown Function (DUF239),0.134585709,0.78040922,0.583507527,0.154804602,0.541374872,0.438936386,
3,249625_at,T,F,AT5G37480,AT5G37480,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.380261246,0.699416001,0.654899607,0.145538214,0.665356856,0.509094385,
3,249627_at,T,F,AT5G37510,EMB1467|CI76,"NADH-ubiquinone dehydrogenase, mitochondrial, putative",0.491846805,0.761232844,0.880937241,0.147842918,0.543443262,0.565060614,
3,249639_at,T,F,AT5G36930,AT5G36930,Disease resistance protein (TIR-NBS-LRR class) family,0.29460304,0.652713268,0.623667059,0.390929128,0.72262947,0.536908393,
3,249645_at,T,F,AT5G36910,THI2.2,thionin 2.2,0.467822084,0.876354153,0.868618522,0.197920377,0.593873422,0.600917711,
3,249658_s_at,F,NA,AT5G36700,ATPGLP1|PGLP1,2-phosphoglycolate phosphatase 1,0.443926961,0.754522801,0.709822717,0.286769823,0.768581998,0.59272486,
3,249671_at,T,F,AT5G35900,LBD35,LOB domain-containing protein 35,0.436447842,0.791774412,0.743138736,0.029333642,0.616320486,0.523403024,
3,249675_at,T,F,AT5G35940,AT5G35940,Mannose-binding lectin superfamily protein,0.332091943,0.65878748,0.528549415,0.260516477,0.771279556,0.510244974,
3,249677_at,T,F,AT5G35970,AT5G35970,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.467154102,0.665194309,0.656896004,0.316783023,0.757131305,0.572631749,
3,249683_x_at,T,F,AT5G36090,AT5G36090,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G28010.1); contains InterPro domain Protein of unknown function DUF321; (InterPro:IPR005529),0.330416014,0.600066886,0.542644539,0.414645824,0.647696838,0.50709402,
3,249684_s_at,F,NA,AT5G36110,CYP716A1,"cytochrome P450, family 716, subfamily A, polypeptide 1",0.575844567,0.494918968,0.500449276,0.478406721,0.55380305,0.520684517,
3,249685_at,NA,NA,NA,NA,NA,0.452069173,0.822624642,0.799079544,0.290017701,0.697573827,0.612272978,
3,249691_at,T,F,AT5G36170,HCF109|ATPRFB,high chlorophyll fluorescent 109,0.394111962,0.782863532,0.724841556,0.27507485,0.757163073,0.586810994,
3,249694_at,T,F,AT5G35790,G6PD1,glucose-6-phosphate dehydrogenase 1,0.46014247,0.774208106,0.756019041,0.283761817,0.73626141,0.602078569,
3,249705_at,T,F,AT5G35580,AT5G35580,Protein kinase superfamily protein,0.467871247,0.679720655,0.629237833,0.396355487,0.780928547,0.590822754,
3,249710_at,T,F,AT5G35630,GLN2|GS2|ATGSL1,glutamine synthetase 2,0.486716876,0.706794262,0.708377091,0.351705603,0.695124711,0.589743709,
3,249717_at,T,F,AT5G35730,AT5G35730,EXS (ERD1/XPR1/SYG1) family protein,0.359121626,0.831752442,0.802669814,0.264062803,0.661279716,0.58377728,
3,249724_at,T,F,AT5G35450,AT5G35450,Disease resistance protein (CC-NBS-LRR class) family,0.352907151,0.746575239,0.755587677,0.460462679,0.59924871,0.582956291,
3,249727_at,T,F,AT5G35490,MRU1|ATMRU1,mto 1 responding up 1,0.461927848,0.748447498,0.88954202,0.149992558,0.518908806,0.553763746,
3,249728_at,T,F,AT5G24390,AT5G24390,Ypt/Rab-GAP domain of gyp1p superfamily protein,0.37161584,0.540621471,0.508519923,0.215911558,0.719342985,0.471202355,
3,249730_at,T,F,AT5G24430,AT5G24430,Calcium-dependent protein kinase (CDPK) family protein,0.450345058,0.715160298,0.620877816,0.339916594,0.790602153,0.583380384,
3,249732_at,T,F,AT5G24420,PGL5,6-phosphogluconolactonase 5,0.477971024,0.862230027,0.897701733,0.217127833,0.547412985,0.60048872,
3,249733_at,T,F,AT5G24400,PGL3|EMB2024,NagB/RpiA/CoA transferase-like superfamily protein,0.363903306,0.621942951,0.505096062,0.286163491,0.836722293,0.522765621,
3,249734_at,T,F,AT5G24360,ATIRE1-1|IRE1-1,inositol requiring 1-1,0.309972866,0.674099261,0.740833703,0.173324302,0.528300538,0.485306134,
3,249739_at,T,F,AT5G24520,TTG1|ATTTG1|URM23|TTG,Transducin/WD40 repeat-like superfamily protein,0.565153347,0.510340519,0.687329603,0.351057066,0.334786882,0.489733483,
3,249746_at,T,F,AT5G24590,TIP|ANAC091,TCV-interacting protein,0.359986762,0.734849569,0.705677947,0.364119647,0.631631551,0.559253095,
3,249762_at,T,F,AT5G24000,AT5G24000,Protein of unknown function (DUF819),0.139684967,0.769465648,0.706243119,0.097267931,0.541701478,0.450872629,
3,249774_at,T,F,AT5G24150,SQP1|SQE5,FAD/NAD(P)-binding oxidoreductase family protein,0.410851345,0.644013735,0.59542907,0.371515642,0.786900259,0.56174201,
3,249777_at,T,F,AT5G24210,AT5G24210,alpha/beta-Hydrolases superfamily protein,0.333297642,0.721104933,0.735872065,0.265819829,0.736936144,0.558606123,
3,249779_at,T,F,AT5G24230,AT5G24230,Lipase class 3-related protein,0.3636477,0.544391548,0.439012059,0.536630624,0.73437774,0.523611934,
3,249780_at,T,F,AT5G24240,AT5G24240,Phosphatidylinositol 3- and 4-kinase ;Ubiquitin family protein,0.391803972,0.571971764,0.603976239,0.326443779,0.545528629,0.487944877,
3,249783_at,T,F,AT5G24270,ATSOS3|SOS3|CBL4,Calcium-binding EF-hand family protein,0.465273571,0.603828501,0.567666059,0.3964556,0.753480659,0.557340878,
3,249787_at,T,F,AT5G24320,AT5G24320,Transducin/WD40 repeat-like superfamily protein,0.545456686,0.531523368,0.62256355,0.397338486,0.27432375,0.474241168,
3,249790_at,T,F,AT5G24290,AT5G24290,Vacuolar iron transporter (VIT) family protein,0.45718225,0.629919563,0.593252808,0.351144579,0.818821092,0.570064058,
3,249792_at,T,F,AT5G23720,PHS1,dual specificity protein phosphatase family protein,0.431033482,0.716269362,0.767473836,0.274111999,0.668617936,0.571501323,
3,249812_at,T,F,AT5G23830,AT5G23830,MD-2-related lipid recognition domain-containing protein,0.460757996,0.648169007,0.586213471,0.394142327,0.809246494,0.579705859,
3,249813_at,T,F,AT5G23940,EMB3009|DCR|PEL3,HXXXD-type acyl-transferase family protein,0.288056828,0.750284939,0.736690753,0.283748964,0.583214993,0.528399295,
3,249822_at,T,F,AT5G23710,AT5G23710,DNA binding;DNA-directed RNA polymerases,0.344757504,0.731728665,0.608428149,0.313286881,0.742056315,0.548051503,
3,249824_at,T,F,AT5G23380,AT5G23380,Protein of unknown function (DUF789),0.42858244,0.505312697,0.538874551,0.412268442,0.55855494,0.488718614,
3,249826_at,T,F,AT5G23310,FSD3,Fe superoxide dismutase 3,0.415550449,0.71570936,0.757312704,0.363313449,0.558549576,0.562087108,
3,249839_at,T,F,AT5G23405,AT5G23405,HMG-box (high mobility group) DNA-binding family protein,0.495215202,0.67861332,0.586609848,0.421319546,0.682408652,0.572833314,
3,249840_at,T,F,AT5G23450,ATLCBK1|LCBK1,long-chain base (LCB) kinase 1,0.473350266,0.744400028,0.752973592,0.34049636,0.6084876,0.583941569,
3,249845_at,T,F,AT5G23610,AT5G23610,BEST Arabidopsis thaliana protein match is: SWITCH1 (TAIR:AT5G51330.1); Has 170 Blast hits to 162 proteins in 36 species: Archae - 3; Bacteria - 6; Metazoa - 6; Fungi - 4; Plants - 117; Viruses - 0; Other Eukaryotes - 34 (source: NCBI BLink).,0.4247846,0.736330051,0.839519099,0.227583334,0.563814356,0.558406288,
3,249846_at,T,F,AT5G23630,MIA|PDR2,phosphate deficiency response 2,0.385286791,0.824632819,0.777132178,0.227006419,0.670809731,0.576973587,
3,249847_at,T,F,AT5G23210,SCPL34,serine carboxypeptidase-like 34,0.534746547,0.681742451,0.815036268,0.26594798,0.445115482,0.548517745,
3,249848_at,T,F,AT5G23220,NIC3,nicotinamidase 3,0.36494461,0.701631523,0.589930997,0.327069776,0.809974953,0.558710372,
3,249863_at,T,F,AT5G22950,VPS24.1,SNF7 family protein,0.501791879,0.799553464,0.943364233,0.161240728,0.357831951,0.552756451,
3,249866_at,T,F,AT5G23010,MAM1|IMS3,methylthioalkylmalate synthase 1,0.620057993,0.519188656,0.637580689,0.497171184,0.430887133,0.540977131,
3,249871_at,T,F,AT5G23110,AT5G23110,"Zinc finger, C3HC4 type (RING finger) family protein",0.391612775,0.690325881,0.784343074,0.280469207,0.535947894,0.536539766,
3,249875_at,T,F,AT5G23120,HCF136,"photosystem II stability/assembly factor, chloroplast (HCF136)",0.433880803,0.728980007,0.655881608,0.328427203,0.799588623,0.589351649,
3,249876_at,T,F,AT5G23060,CaS,calcium sensing receptor,0.416914579,0.728730305,0.716434698,0.276818839,0.737003816,0.575180447,
3,249881_at,T,F,AT5G23190,CYP86B1,"cytochrome P450, family 86, subfamily B, polypeptide 1",0.497825567,0.645361985,0.597020647,0.32308821,0.724697628,0.557598807,
3,249888_s_at,F,NA,AT5G37340,AT5G37340,ZPR1 zinc-finger domain protein,0.468659304,0.846241255,0.828137963,0.241203106,0.603079239,0.597464173,
3,249890_at,T,F,AT5G22570,WRKY38|ATWRKY38,WRKY DNA-binding protein 38,0.361535186,0.642892341,0.546767063,0.174974008,0.700024472,0.485238614,
3,249893_at,T,F,AT5G22555,AT5G22555,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.348979945,0.618335987,0.54677802,0.250474995,0.808793649,0.514672519,
3,249894_at,T,F,AT5G22580,AT5G22580,Stress responsive A/B Barrel Domain,0.525840068,0.832397166,0.9051986,0.227558513,0.37810713,0.573820295,
3,249896_at,T,F,AT5G22530,AT5G22530,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G22520.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.338484125,0.657398533,0.525702662,0.283383149,0.681127951,0.497219284,
3,249897_at,T,F,AT5G22550,AT5G22550,Plant protein of unknown function (DUF247),0.469012649,0.658807325,0.598849575,0.317194109,0.839891426,0.576751017,
3,249899_at,T,F,AT5G22620,AT5G22620,phosphoglycerate/bisphosphoglycerate mutase family protein,0.430199451,0.814000612,0.713389195,0.261282926,0.740095692,0.591793575,
3,249912_at,T,F,AT5G22790,RER1,reticulata-related 1,0.321750554,0.68764769,0.641514857,0.040636908,0.778931945,0.494096391,
3,249919_at,T,F,AT5G19250,AT5G19250,Glycoprotein membrane precursor GPI-anchored,0.518226487,0.64173127,0.702570022,0.496617215,0.455067721,0.562842543,
3,249922_at,T,F,AT5G19140,ATAILP1|AILP1,Aluminium induced protein with YGL and LRDR motifs,0.397625698,0.701458549,0.581661144,0.203019092,0.786184122,0.533989721,
3,249927_at,T,F,AT5G19220,ADG2|APL1,ADP glucose pyrophosphorylase large subunit 1,0.475351645,0.743708925,0.72375525,0.349867388,0.743884057,0.607313453,
3,249929_at,T,F,AT5G22340,AT5G22340,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 58 Blast hits to 58 proteins in 20 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 57; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.366537027,0.830812077,0.872446673,0.199744877,0.568557288,0.567619588,
3,249932_at,T,F,AT5G22390,AT5G22390,Protein of unknown function (DUF3049),0.498358119,0.667382339,0.751146752,0.302038619,0.63096414,0.569977994,
3,249946_at,T,F,AT5G19170,AT5G19170,Protein of Unknown Function (DUF239),0.281705093,0.80884808,0.772696493,0.11578938,0.636155112,0.523038831,
3,249947_at,T,F,AT5G19200,AT5G19200,NAD(P)-binding Rossmann-fold superfamily protein,0.068748025,0.639666009,0.517668672,0.082735753,0.546652873,0.371094266,
3,249948_at,T,F,AT5G19210,AT5G19210,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.376174939,0.765540541,0.786145311,0.336177249,0.521258242,0.557059257,
3,249952_at,T,F,AT5G18950,AT5G18950,Tetratricopeptide repeat (TPR)-like superfamily protein,0.315009021,0.803561787,0.706006161,0.271751022,0.552784321,0.529822462,
3,249957_at,T,F,AT5G18900,AT5G18900,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,0.524275707,0.770119334,0.915090841,0.185031528,0.445155322,0.567934546,
3,249959_at,T,F,AT5G18800,AT5G18800,Cox19-like CHCH family protein,0.360462855,0.627687102,0.636668854,0.322802681,0.728106605,0.535145619,
3,249960_at,T,F,AT5G18830,SPL7|ATSPL7,squamosa promoter binding protein-like 7,0.576284028,0.707462022,0.899182012,0.255628109,0.361157459,0.559942726,
3,249963_at,T,F,AT5G19000,BPM1|ATBPM1,BTB-POZ and MATH domain 1,0.531882985,0.557872135,0.683735571,0.253343972,0.36686986,0.478740905,
3,249967_at,T,F,AT5G19050,AT5G19050,alpha/beta-Hydrolases superfamily protein,0.495961183,0.70091749,0.76041853,0.258807225,0.553127971,0.55384648,
3,249974_at,T,F,AT5G18780,AT5G18780,F-box/RNI-like superfamily protein,0.548593202,0.726389578,0.856764728,0.320914298,0.460063822,0.582545126,
3,249979_s_at,F,NA,AT5G18860,AT5G18860,inosine-uridine preferring nucleoside hydrolase family protein,0.376288336,0.853979421,0.770814996,0.177860031,0.67082808,0.569954173,
3,249988_at,T,F,AT5G18310,AT5G18310,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G48500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.48775089,0.651786031,0.592188532,0.405947028,0.72069395,0.571673286,
3,249993_at,T,F,AT5G18570,CPSAR1|EMB269|ATOBGC,GTP1/OBG family protein,0.40003772,0.794075166,0.870987885,0.248461506,0.560447878,0.574802031,
3,249994_at,T,F,AT5G18590,AT5G18590,Galactose oxidase/kelch repeat superfamily protein,0.514613612,0.698206335,0.650212454,0.295144171,0.370646043,0.505764523,
3,249996_at,T,F,AT5G18600,AT5G18600,Thioredoxin superfamily protein,0.477924127,0.769842005,0.782636975,0.292339053,0.71100742,0.606749916,
3,250001_at,T,F,AT5G18680,AtTLP11|TLP11,tubby like protein 11,0.475313088,0.527714279,0.656031079,0.411983647,0.517002475,0.517608914,
3,250004_at,T,F,AT5G18750,AT5G18750,DNAJ heat shock N-terminal domain-containing protein,0.301207686,0.631455958,0.630795845,0.186411093,0.591589534,0.468292023,
3,250006_at,T,F,AT5G18660,PCB2,NAD(P)-binding Rossmann-fold superfamily protein,0.448726237,0.804280046,0.794504925,0.299510133,0.697016607,0.60880759,
3,250009_at,T,F,AT5G18440,AT5G18440,"CONTAINS InterPro DOMAIN/s: Nuclear fragile X mental retardation-interacting protein 1, conserved region (InterPro:IPR019496); Has 1333 Blast hits to 1211 proteins in 205 species: Archae - 0; Bacteria - 137; Metazoa - 339; Fungi - 162; Plants - 70; Viruses - 6; Other Eukaryotes - 619 (source: NCBI BLink).",0.606321234,0.614778218,0.709822419,0.227542833,0.271432868,0.485979515,
3,250011_at,T,F,AT5G18475,AT5G18475,Pentatricopeptide repeat (PPR) superfamily protein,0.376070427,0.597957121,0.526586462,0.480767911,0.749955329,0.54626745,
3,250015_at,T,F,AT5G18070,DRT101,phosphoglucosamine mutase-related,0.473885331,0.773399091,0.743923022,0.295886961,0.645062197,0.58643132,
3,250017_at,T,F,AT5G18140,AT5G18140,Chaperone DnaJ-domain superfamily protein,0.442640897,0.734064881,0.67305664,0.320762151,0.809361141,0.595977142,
3,250019_at,T,F,AT5G18160,AT5G18160,F-box and associated interaction domains-containing protein,0.198695771,0.680570447,0.620825715,0.370307967,0.534024558,0.480884891,
3,250024_at,T,F,AT5G18270,ANAC087,Arabidopsis NAC domain containing protein 87,0.483596128,0.755074113,0.742095098,0.381021658,0.68223436,0.608804271,
3,250032_at,T,F,AT5G18170,GDH1,glutamate dehydrogenase 1,0.27453753,0.637722748,0.606732294,0.321802948,0.646517702,0.497462644,
3,250039_at,T,F,AT5G18370,AT5G18370,Disease resistance protein (TIR-NBS-LRR class) family,0.511705421,0.571275204,0.681146505,0.308774203,0.437527726,0.502085812,
3,250043_at,T,F,AT5G18430,AT5G18430,GDSL-like Lipase/Acylhydrolase superfamily protein,0.424479472,0.828263646,0.899947794,0.179395083,0.50876189,0.568169577,
3,250044_at,T,F,AT5G17680,AT5G17680,"disease resistance protein (TIR-NBS-LRR class), putative",0.18800629,0.683329277,0.586541272,0.052969735,0.652472767,0.432663868,
3,250047_at,T,F,AT5G17730,AT5G17730,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.265647478,0.657570839,0.535694111,0.265974734,0.59164903,0.463307238,
3,250050_at,T,F,AT5G17790,VAR3,zinc finger (Ran-binding) family protein,0.34192816,0.791323662,0.844753441,0.136752463,0.514331553,0.525817856,
3,250051_at,T,F,AT5G17800,AtMYB56|MYB56,myb domain protein 56,0.428789847,0.613148156,0.59801259,0.41494031,0.723490731,0.555676327,
3,250053_at,T,F,AT5G17850,AT5G17850,Sodium/calcium exchanger family protein,0.309984875,0.739232531,0.724769376,0.234910974,0.678356408,0.537450833,
3,250056_at,T,F,AT5G17660,AT5G17660,tRNA (guanine-N-7) methyltransferase,0.486573905,0.642174273,0.704303822,0.388772802,0.688934632,0.582151887,
3,250058_at,T,F,AT5G17870,PSRP6,plastid-specific 50S ribosomal protein 6,0.473364362,0.778364466,0.786781242,0.369037408,0.676897517,0.616888999,
3,250062_at,T,F,AT5G17760,AT5G17760,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.454930163,0.584324618,0.679770298,0.219497894,0.571268304,0.501958255,
3,250072_at,T,F,AT5G17210,AT5G17210,Protein of unknown function (DUF1218),0.424929724,0.820594185,0.825619586,0.224117,0.670513701,0.593154839,
3,250073_at,T,F,AT5G17170,ENH1,rubredoxin family protein,0.347996845,0.727369936,0.656620239,0.258601136,0.76903144,0.551923919,
3,250074_at,T,F,AT5G17310,AtUGP2|UGP2,UDP-glucose pyrophosphorylase 2,0.372536609,0.52879101,0.552193717,0.302709689,0.603122728,0.47187075,
3,250075_at,T,F,AT5G17670,AT5G17670,alpha/beta-Hydrolases superfamily protein,0.468826009,0.748772274,0.797896608,0.279057002,0.674283966,0.593767172,
3,250080_at,T,F,AT5G16620,PDE120|TIC40|ATTIC40,hydroxyproline-rich glycoprotein family protein,0.439698671,0.769857746,0.794077047,0.306947766,0.657886685,0.593693583,
3,250090_at,T,F,AT5G17330,GAD|GAD1,glutamate decarboxylase,0.447018997,0.682050384,0.594649594,0.373711499,0.796550993,0.578796294,
3,250095_at,T,F,AT5G17230,PSY,PHYTOENE SYNTHASE,0.331983024,0.679595863,0.645850193,0.25249815,0.766861285,0.535357703,
3,250112_at,T,F,AT5G16300,AT5G16300,Vps51/Vps67 family (components of vesicular transport) protein,0.298972592,0.61947094,0.510080698,0.246388011,0.806384058,0.49625926,
3,250116_at,T,F,AT5G16430,AT5G16430,Cysteine/Histidine-rich C1 domain family protein,0.442029521,0.788761622,0.791498261,0.174482544,0.604928421,0.560340074,
3,250125_at,T,F,AT5G16390,CAC1-A|CAC1A|CAC1|BCCP1|BCCP|BCCP-1,chloroplastic acetylcoenzyme A carboxylase 1,0.52611329,0.663554617,0.87765658,0.193018767,0.137344492,0.479537549,
3,250128_at,T,F,AT5G16540,ZFN3,zinc finger nuclease 3,0.452833307,0.733565502,0.727168936,0.282267902,0.708655325,0.580898194,
3,250130_at,T,F,AT5G16510,AT5G16510,"Alpha-1,4-glucan-protein synthase family protein",0.445534744,0.76765246,0.790160147,0.214485613,0.663567182,0.576280029,
3,250133_at,T,F,AT5G16400,TRXF2|ATF2,thioredoxin F2,0.467377611,0.772989712,0.726137723,0.319963349,0.74220712,0.605735103,
3,250134_at,T,F,AT5G16505,AT5G16505,"Mutator-like transposase family, has a 1.4e-59 P-value blast match to GB:AAA21566 mudrA of transposon=MuDR (MuDr-element) (Zea mays)",0.450395408,0.584093406,0.649207697,0.321509256,0.568778399,0.514796833,
3,250140_at,T,T,AT5G14620,DRM2|DMT7,domains rearranged methyltransferase 2,0.345299536,0.506598484,0.613756828,0.479077301,0.520280394,0.493002509,
3,250141_at,T,F,AT5G14640,SK13|ATSK13,shaggy-like kinase 13,0.57067128,0.673895581,0.850373962,0.15669876,0.329918872,0.516311691,
3,250143_at,T,F,AT5G14670,ATARFA1B|ARFA1B,ADP-ribosylation factor A1B,0.446838242,0.556094246,0.678089566,0.277939816,0.501426429,0.49207766,
3,250145_at,T,F,AT5G14690,AT5G14690,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01516.1); Has 86 Blast hits to 86 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 84; Viruses - 2; Other Eukaryotes - 0 (source: NCBI BLink).,0.273700882,0.635828185,0.507043911,0.204172709,0.803128121,0.484774761,
3,250146_at,T,F,AT5G14660,ATDEF2|DEF2|PDF1B,peptide deformylase 1B,0.425819126,0.780491219,0.785532899,0.309488352,0.704490536,0.601164426,
3,250151_at,T,F,AT5G14570,ATNRT2.7|NRT2.7,high affinity nitrate transporter 2.7,0.455412816,0.664766744,0.527268211,0.367802486,0.822816301,0.567613311,
3,250152_at,T,F,AT5G15120,AT5G15120,Protein of unknown function (DUF1637),0.39842598,0.604707359,0.515918622,0.444837087,0.755107265,0.543799262,
3,250153_at,T,F,AT5G15130,ATWRKY72|WRKY72,WRKY DNA-binding protein 72,0.398381017,0.611486165,0.551120401,0.381332439,0.799042157,0.548272436,
3,250155_at,T,F,AT5G15160,BHLH134|BNQ2,BANQUO 2,0.503041209,0.407776933,0.364119011,0.558595011,0.707918895,0.508290212,
3,250157_at,T,F,AT5G15180,AT5G15180,Peroxidase superfamily protein,0.315442154,0.697058913,0.555251829,0.213619636,0.811383866,0.51855128,
3,250164_at,T,F,AT5G15280,AT5G15280,Pentatricopeptide repeat (PPR) superfamily protein,0.509350749,0.686669594,0.856238404,0.06788825,0.317666114,0.487562622,
3,250167_at,T,F,AT5G15310,MYB16|ATMIXTA|ATMYB16,myb domain protein 16,0.471455628,0.852584781,0.865065016,0.214519723,0.601898957,0.601104821,
3,250174_at,T,F,AT5G14380,AGP6,arabinogalactan protein 6,0.263804543,0.717593469,0.664881982,0.012465293,0.666267502,0.465002558,
3,250175_at,T,F,AT5G14390,AT5G14390,alpha/beta-Hydrolases superfamily protein,0.562399228,0.628262708,0.839640506,0.25246821,0.147629641,0.486080059,
3,250180_at,T,F,AT5G14450,AT5G14450,GDSL-like Lipase/Acylhydrolase superfamily protein,0.494699084,0.691783686,0.636737426,0.369840472,0.590033372,0.556618808,
3,250181_at,T,F,AT5G14460,AT5G14460,Pseudouridine synthase family protein,0.427548973,0.69536536,0.665613339,0.347762096,0.760986447,0.579455243,
3,250184_at,T,F,AT5G14240,AT5G14240,Thioredoxin superfamily protein,0.466336195,0.701881542,0.681707096,0.324854868,0.713035992,0.577563138,
3,250187_at,T,F,AT5G14370,AT5G14370,CCT motif family protein,0.238764549,0.660502887,0.552443187,0.057466258,0.792026885,0.460240753,
3,250188_at,T,F,AT5G14250,COP13|FUS11|CSN3,Proteasome component (PCI) domain protein,0.198360114,0.654952083,0.639745888,0.239574909,0.63713025,0.473952649,
3,250189_at,T,F,AT5G14410,AT5G14410,unknown protein; Has 23 Blast hits to 23 proteins in 9 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 23; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.385383169,0.682317696,0.598664083,0.316441832,0.692207884,0.535002933,
3,250190_at,T,F,AT5G14320,AT5G14320,Ribosomal protein S13/S18 family,0.44487007,0.748891964,0.70555143,0.408844723,0.750648767,0.611761391,
3,250200_at,T,F,AT5G14130,AT5G14130,Peroxidase superfamily protein,0.472381,0.672189006,0.609808595,0.374950573,0.766309144,0.579127664,
3,250204_at,T,F,AT5G13990,ATEXO70C2|EXO70C2,exocyst subunit exo70 family protein C2,0.348493212,0.635613275,0.532870589,0.391866398,0.640985464,0.509965788,
3,250207_at,T,F,AT5G13930,ATCHS|CHS|TT4,Chalcone and stilbene synthase family protein,0.66724315,0.589068222,0.494191095,0.380074531,0.593003823,0.544716164,
3,250208_at,T,F,AT5G14000,anac084|NAC084,NAC domain containing protein 84,0.47118639,0.672132978,0.607568034,0.42020454,0.792844193,0.592787227,
3,250213_at,T,F,AT5G13820,TBP1|ATBP-1|ATBP1|ATTBP1|HPPBF-1,telomeric DNA binding protein 1,0.509646821,0.696436804,0.905413559,0.230617915,0.202078445,0.508838709,
3,250214_at,T,F,AT5G13870,EXGT-A4|XTH5,xyloglucan endotransglucosylase/hydrolase 5,0.266640659,0.687394371,0.56670183,0.159332704,0.719979202,0.480009753,
3,250230_at,T,F,AT5G13900,AT5G13900,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.465833802,0.65436348,0.597843434,0.324053108,0.735592536,0.555537272,
3,250234_at,T,F,AT5G13420,AT5G13420,Aldolase-type TIM barrel family protein,0.365180514,0.656014118,0.540663295,0.331840281,0.815306109,0.541800863,
3,250235_s_at,F,NA,AT5G13430,AT5G13430,Ubiquinol-cytochrome C reductase iron-sulfur subunit,0.390725882,0.736077472,0.653270554,0.287355147,0.789666458,0.571419103,
3,250243_at,T,F,AT5G13630,ABAR|CHLH|GUN5|CCH|CCH1,"magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)",0.455635747,0.760988359,0.748643181,0.240726785,0.746775006,0.590553816,
3,250244_at,T,F,AT5G13680,ABO1|ELO2,IKI3 family protein,0.15295952,0.604449503,0.560585187,0.120044736,0.520177716,0.391643333,
3,250247_at,T,F,AT5G13720,AT5G13720,Uncharacterised protein family (UPF0114),0.411206986,0.65319361,0.5711743,0.332837611,0.83676942,0.561036385,
3,250255_at,T,F,AT5G13730,SIG4|SIGD,sigma factor 4,0.477190403,0.720313449,0.645600961,0.367843106,0.780110058,0.598211595,
3,250256_at,T,F,AT5G13650,AT5G13650,elongation factor family protein,0.376896879,0.686099865,0.686943285,0.244974861,0.74405495,0.547793968,
3,250257_at,T,F,AT5G13770,AT5G13770,Pentatricopeptide repeat (PPR-like) superfamily protein,0.37358463,0.717890344,0.659021494,0.240196411,0.796853279,0.557509232,
3,250261_at,T,F,AT5G13400,AT5G13400,Major facilitator superfamily protein,0.427337658,0.604506659,0.530814058,0.407601846,0.75099549,0.544251142,
3,250262_at,T,F,AT5G13410,AT5G13410,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,0.412372267,0.653264102,0.554478221,0.378265467,0.830748191,0.56582565,
3,250268_s_at,F,NA,AT5G12950,AT5G12950,Putative glycosyl hydrolase of unknown function (DUF1680),0.504687222,0.534294769,0.359974149,0.415695094,0.674347313,0.497799709,
