nc,ps,unique,redundant,agi,symbol,description,cor262909,cor256629,cor259408,cor259407,cor265857s,average,coldabvavg,,,,,,,,,,,,,
2,246421_at,T,F,AT5G16880,AT5G16880,Target of Myb protein 1,0.468457818,0.095100374,0.822117109,0.223908601,0.878267667,0.497570314,TRUE,,,,,,,,,,,,,
2,246424_at,T,F,AT5G17020,ATCRM1|ATXPO1|XPO1|HIT2|XPO1A,exportin 1A,0.320226659,0.150041785,0.615940079,0.330685686,0.703279682,0.424034778,FALSE,,,,,,,,,,,,,
2,246425_at,T,F,AT5G17420,ATCESA7|MUR10|IRX3|CESA7,Cellulose synthase family protein,0.34394967,0.040755636,0.77984472,0.129567696,0.640191235,0.386861791,FALSE,,,,,,,,,,,,,
2,246426_at,T,F,AT5G17430,BBM,Integrase-type DNA-binding superfamily protein,0.283491675,0.008315336,0.826865756,0.190356532,0.674465866,0.396699033,FALSE,,,,,,,,,,,,,
2,246427_at,T,F,AT5G17400,ER-ANT1,endoplasmic reticulum-adenine nucleotide transporter 1,0.775104424,0.732047837,0.178337039,0.313139085,0.423079732,0.484341624,TRUE,,,,,,,,,,,,,
2,246429_at,T,F,AT5G17450,AT5G17450,Heavy metal transport/detoxification superfamily protein,0.416916598,0.195412116,0.647852347,0.160389607,0.640213048,0.412156743,FALSE,,,,,,,,,,,,,
2,246434_at,T,F,AT5G17520,RCP1|MEX1,root cap 1 (RCP1),0.236575818,0.073240566,0.822904221,0.408586542,0.741133956,0.456488221,FALSE,,,,,,,,,,,,,
2,246437_at,T,F,AT5G17540,AT5G17540,HXXXD-type acyl-transferase family protein,0.090749515,0.251986808,0.414209413,0.740982921,0.65376845,0.430339421,FALSE,,,,,,,,,,,,,
2,246438_at,T,F,AT5G17580,AT5G17580,Phototropic-responsive NPH3 family protein,0.492698798,0.289981079,0.634890047,0.160573935,0.83468798,0.482566368,TRUE,,,,,,,,,,,,,
2,246439_at,T,F,AT5G17600,AT5G17600,RING/U-box superfamily protein,0.366710392,0.10571421,0.751412211,0.204788838,0.806648658,0.447054862,FALSE,,,,,,,,,,,,,
2,246441_at,T,F,AT5G17560,AT5G17560,BolA-like family protein,0.205476278,0.071740479,0.803163258,0.405640476,0.705293163,0.438262731,FALSE,,,,,,,,,,,,,
2,246444_at,T,F,AT5G17570,AT5G17570,TatD related DNase,0.409403974,0.181515111,0.662595975,0.34141054,0.773993027,0.473783725,TRUE,,,,,,,,,,,,,
2,246445_at,T,F,AT5G17630,AT5G17630,Nucleotide/sugar transporter family protein,0.188541519,0.093842601,0.765667527,0.336333538,0.582910158,0.393459069,FALSE,,,,,,,,,,,,,
2,246447_at,T,F,AT5G16780,DOT2|MDF,SART-1 family,0.668162238,0.624060635,0.359063095,0.190945986,0.302210698,0.428888531,FALSE,,,,,,,,,,,,,
2,246449_at,T,F,AT5G16810,AT5G16810,Protein kinase superfamily protein,0.16796089,0.159751754,0.838931181,0.440877148,0.737572558,0.469018706,TRUE,,,,,,,,,,,,,
2,246450_at,T,F,AT5G16820,HSFA1B|HSF3|ATHSF3|ATHSFA1B,heat shock factor 3,0.511340325,0.507964505,0.311870637,0.376118672,0.061185122,0.353695852,FALSE,,,,,,,,,,,,,
2,246454_at,T,F,AT5G16710,DHAR3,dehydroascorbate reductase 1,0.246395245,0.069440692,0.849042904,0.360044411,0.733412564,0.451667163,FALSE,,,,,,,,,,,,,
2,246457_at,T,F,AT5G16750,TOZ,Transducin family protein / WD-40 repeat family protein,0.043908424,0.362678075,0.931832616,0.381268911,0.602081172,0.464353839,TRUE,,,,,,,,,,,,,
2,246459_at,T,F,AT5G16900,AT5G16900,Leucine-rich repeat protein kinase family protein,0.300501093,0.092982478,0.853105247,0.343198472,0.793277592,0.476612976,TRUE,,,,,,,,,,,,,
2,246461_at,T,F,AT5G16930,AT5G16930,AAA-type ATPase family protein,0.305124228,0.598289368,0.623317933,0.242863439,0.032531308,0.360425255,FALSE,,,,,,,,,,,,,
2,246462_at,T,F,AT5G16940,AT5G16940,carbon-sulfur lyases,0.579608944,0.571806427,0.321782177,0.343227949,0.240322214,0.411349542,FALSE,,,,,,,,,,,,,
2,246463_at,T,F,AT5G16970,AER|AT-AER,alkenal reductase,0.269878209,0.133278698,0.781503073,0.412262846,0.791856191,0.477755803,TRUE,,,,,,,,,,,,,
2,246470_at,T,F,AT5G17080,AT5G17080,Cysteine proteinases superfamily protein,0.05756312,0.241431874,0.365564629,0.583004712,0.551639075,0.359840682,FALSE,,,,,,,,,,,,,
2,246473_at,T,F,AT5G17140,AT5G17140,Cysteine proteinases superfamily protein,0.311706332,0.112950303,0.581861165,0.466866181,0.811327211,0.456942238,TRUE,,,,,,,,,,,,,
2,246475_at,T,F,AT5G16720,AT5G16720,"Protein of unknown function, DUF593",0.635245678,0.498318422,0.111737835,0.086060654,0.734507912,0.4131741,FALSE,,,,,,,,,,,,,
2,246476_at,T,F,AT5G16730,AT5G16730,Plant protein of unknown function (DUF827),0.352710239,0.013478477,0.474623989,0.552772224,0.804324086,0.439581803,FALSE,,,,,,,,,,,,,
2,246477_at,T,F,AT5G16770,AtMYB9|MYB9,myb domain protein 9,0.186222303,0.021376173,0.702151542,0.229093384,0.522141628,0.332197006,FALSE,,,,,,,,,,,,,
2,246478_at,T,F,AT5G15980,AT5G15980,Pentatricopeptide repeat (PPR) superfamily protein,0.377771965,0.04490257,0.696478465,0.375206326,0.849218618,0.468715589,TRUE,,,,,,,,,,,,,
2,246480_at,T,F,AT5G16070,AT5G16070,TCP-1/cpn60 chaperonin family protein,0.190038534,0.116334108,0.914088562,0.278275112,0.677567604,0.435260784,FALSE,,,,,,,,,,,,,
2,246481_s_at,F,NA,AT5G15960,KIN1,stress-responsive protein (KIN1) / stress-induced protein (KIN1),0.674871456,0.560401235,0.303745363,0.410445511,0.191375375,0.428167788,FALSE,,,,,,,,,,,,,
2,246484_at,T,F,AT5G16040,AT5G16040,Regulator of chromosome condensation (RCC1) family protein,0.656409216,0.693709465,0.424815771,0.33761631,0.158196212,0.454149395,FALSE,,,,,,,,,,,,,
2,246487_at,T,F,AT5G16030,AT5G16030,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G02500.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.089355187,0.293818065,0.912474963,0.405910408,0.647458099,0.469803344,TRUE,,,,,,,,,,,,,
2,246488_at,T,F,AT5G16010,AT5G16010,3-oxo-5-alpha-steroid 4-dehydrogenase family protein,0.617489665,0.31669626,0.279624748,0.067076281,0.729836807,0.402144752,FALSE,,,,,,,,,,,,,
2,246492_at,T,F,AT5G16140,AT5G16140,Peptidyl-tRNA hydrolase family protein,0.258191644,0.075479284,0.850793811,0.358734085,0.766166802,0.461873125,TRUE,,,,,,,,,,,,,
2,246495_at,T,F,AT5G16200,AT5G16200,50S ribosomal protein-related,0.258210307,0.054477028,0.56676485,0.083087176,0.609190231,0.314345918,FALSE,,,,,,,,,,,,,
2,246496_at,T,F,AT5G16210,AT5G16210,HEAT repeat-containing protein,0.488486608,0.254381359,0.652655088,0.152612179,0.839874827,0.477602012,TRUE,,,,,,,,,,,,,
2,246498_at,T,F,AT5G16230,AT5G16230,Plant stearoyl-acyl-carrier-protein desaturase family protein,0.192147124,0.085833839,0.766462613,0.420667515,0.692098865,0.431441991,FALSE,,,,,,,,,,,,,
2,246499_at,T,F,AT5G16260,ELF9,RNA binding (RRM/RBD/RNP motifs) family protein,0.412795676,0.164218527,0.564721325,0.266891633,0.830134149,0.447752262,FALSE,,,,,,,,,,,,,
2,246502_at,T,F,AT5G16240,AT5G16240,Plant stearoyl-acyl-carrier-protein desaturase family protein,0.35202256,0.019058309,0.728083514,0.40092695,0.793434015,0.45870507,TRUE,,,,,,,,,,,,,
2,246503_at,T,F,AT5G16130,AT5G16130,Ribosomal protein S7e family protein,0.360380802,0.066899355,0.828831383,0.284947131,0.815684571,0.471348649,TRUE,,,,,,,,,,,,,
2,246508_at,T,F,AT5G16150,GLT1|PGLCT,plastidic GLC translocator,0.119594049,0.146718864,0.86069038,0.388963288,0.589550284,0.421103373,FALSE,,,,,,,,,,,,,
2,246509_at,T,F,AT5G16715,EMB2247,ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases,0.266267227,0.097053665,0.861028177,0.387697171,0.772554941,0.476920236,TRUE,,,,,,,,,,,,,
2,246510_at,T,F,AT5G15410,CNGC2|DND1|ATCNGC2,Cyclic nucleotide-regulated ion channel family protein,0.220998962,0.100552959,0.859519848,0.353716545,0.741205859,0.455198835,FALSE,,,,,,,,,,,,,
2,246515_at,T,F,AT5G15710,AT5G15710,Galactose oxidase/kelch repeat superfamily protein,0.467359854,0.070238442,0.703934007,0.216703907,0.873044303,0.466256103,TRUE,,,,,,,,,,,,,
2,246517_at,T,F,AT5G15760,AT5G15760,Ribosomal protein PSRP-3/Ycf65,0.31299058,0.01599334,0.787910993,0.40566485,0.79726078,0.463964109,TRUE,,,,,,,,,,,,,
2,246518_at,T,F,AT5G15770,AtGNA1|GNA1,glucose-6-phosphate acetyltransferase 1,0.536132734,0.14476165,0.497040077,0.118854296,0.775521877,0.414462127,FALSE,,,,,,,,,,,,,
2,246519_at,T,F,AT5G15780,AT5G15780,Pollen Ole e 1 allergen and extensin family protein,0.360464493,2.17E-04,0.879378822,0.296048205,0.792477635,0.465717216,TRUE,,,,,,,,,,,,,
2,246522_at,T,F,AT5G15830,AtbZIP3|bZIP3,basic leucine-zipper 3,0.715219561,0.332434201,0.191141962,0.203188639,0.598022523,0.408001377,FALSE,,,,,,,,,,,,,
2,246523_at,T,F,AT5G15850,ATCOL1|COL1,CONSTANS-like 1,0.459571811,0.117093908,0.748954441,0.285556984,0.897507669,0.501736963,TRUE,,,,,,,,,,,,,
2,246524_at,T,F,AT5G15860,ATPCME|PCME,prenylcysteine methylesterase,0.648574248,0.674257133,0.374016065,0.358276975,0.178484244,0.446721733,FALSE,,,,,,,,,,,,,
2,246526_at,T,F,AT5G15720,GLIP7,GDSL-motif lipase 7,0.410577967,0.052879447,0.699996869,0.020182254,0.777445732,0.392216454,FALSE,,,,,,,,,,,,,
2,246527_at,T,F,AT5G15750,AT5G15750,Alpha-L RNA-binding motif/Ribosomal protein S4 family protein,0.426298676,0.701115925,0.71117948,0.355367155,0.06034763,0.450861773,FALSE,,,,,,,,,,,,,
2,246528_at,T,F,AT5G15640,AT5G15640,Mitochondrial substrate carrier family protein,0.628903081,0.669325015,0.380980897,0.238812677,0.269536167,0.437511568,FALSE,,,,,,,,,,,,,
2,246529_at,T,F,AT5G15730,AT5G15730,Protein kinase superfamily protein,0.038179788,0.210638956,0.787145099,0.45563321,0.641946138,0.426708638,FALSE,,,,,,,,,,,,,
2,246530_at,T,F,AT5G15725,AT5G15725,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: root; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.296913284,0.148960349,0.850172044,0.267090465,0.690160391,0.450659306,FALSE,,,,,,,,,,,,,
2,246531_at,T,F,AT5G15800,SEP1|AGL2,K-box region and MADS-box transcription factor family protein,0.227951906,0.155018747,0.794343753,0.399167078,0.751618727,0.465620042,TRUE,,,,,,,,,,,,,
2,246534_at,T,F,AT5G15890,TBL21,TRICHOME BIREFRINGENCE-LIKE 21,0.408491566,0.001194984,0.752844184,0.29513688,0.859786198,0.463490762,TRUE,,,,,,,,,,,,,
2,246537_at,T,F,AT5G15940,AT5G15940,NAD(P)-binding Rossmann-fold superfamily protein,0.193270521,0.126637299,0.668299211,0.35534477,0.640998877,0.396910135,FALSE,,,,,,,,,,,,,
2,246541_at,T,F,AT5G15400,AT5G15400,U-box domain-containing protein,0.623887413,0.622486893,0.413646067,0.442634489,0.214936287,0.46351823,TRUE,,,,,,,,,,,,,
2,246542_at,T,F,AT5G15020,SNL2,SIN3-like 2,0.513282967,0.454485818,0.340172879,0.106821222,0.615466592,0.406045895,FALSE,,,,,,,,,,,,,
2,246544_at,T,F,AT5G15100,ATPIN8|PIN8,Auxin efflux carrier family protein,0.325134552,0.011070922,0.621908433,0.342698515,0.831898841,0.426542252,FALSE,,,,,,,,,,,,,
2,246547_at,T,F,AT5G14970,AT5G14970,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G14910.1); Has 579 Blast hits to 397 proteins in 95 species: Archae - 0; Bacteria - 294; Metazoa - 0; Fungi - 0; Plants - 86; Viruses - 0; Other Eukaryotes - 199 (source: NCBI BLink).,0.302230673,0.013380919,0.838261704,0.321216217,0.749549881,0.444927879,FALSE,,,,,,,,,,,,,
2,246548_at,T,F,AT5G14910,AT5G14910,Heavy metal transport/detoxification superfamily protein,0.306753191,0.038028616,0.84277959,0.357863917,0.789377403,0.466960543,TRUE,,,,,,,,,,,,,
2,246549_at,T,F,AT5G15050,AT5G15050,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.333465177,0.050583106,0.677209869,0.358351191,0.69686562,0.423294993,FALSE,,,,,,,,,,,,,
2,246550_at,T,F,AT5G14920,AT5G14920,Gibberellin-regulated family protein,0.555825942,0.176460011,0.358126085,0.054280382,0.581534139,0.345245312,FALSE,,,,,,,,,,,,,
2,246554_at,T,F,AT5G15450,APG6|CLPB3|CLPB-P,casein lytic proteinase B3,0.348865025,0.011368915,0.840722323,0.323529545,0.810689583,0.467035078,TRUE,,,,,,,,,,,,,
2,246556_at,T,F,AT5G15480,AT5G15480,C2H2-type zinc finger family protein,0.150164134,0.231316512,0.817456633,0.215942008,0.527226122,0.388421082,FALSE,,,,,,,,,,,,,
2,246563_at,T,F,AT5G15581,AT5G15581,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: leaf apex; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.013468918,0.332201227,0.677116594,0.47135075,0.580598478,0.414947194,FALSE,,,,,,,,,,,,,
2,246567_at,T,F,AT5G14950,GMII|ATGMII,golgi alpha-mannosidase II,0.401978542,0.088636349,0.7166702,0.194657926,0.850639446,0.450516493,FALSE,,,,,,,,,,,,,
2,246568_at,T,F,AT5G14960,E2L1|DEL2|E2FD,DP-E2F-like 2,0.774760208,0.655514723,0.159218669,0.05531402,0.490602794,0.427082083,FALSE,,,,,,,,,,,,,
2,246569_at,T,F,AT5G14980,AT5G14980,alpha/beta-Hydrolases superfamily protein,0.437719028,0.173959855,0.559690339,0.094540757,0.74004944,0.401191884,FALSE,,,,,,,,,,,,,
2,246575_at,T,F,AT1G31660,AT1G31660,CONTAINS InterPro DOMAIN/s: Bystin (InterPro:IPR007955); Has 475 Blast hits to 467 proteins in 210 species: Archae - 0; Bacteria - 9; Metazoa - 155; Fungi - 139; Plants - 55; Viruses - 0; Other Eukaryotes - 117 (source: NCBI BLink).,0.251838399,0.52638724,0.818024143,0.192143458,0.192098639,0.396098376,FALSE,,,,,,,,,,,,,
2,246576_at,T,F,AT1G31650,ROPGEF14|ATROPGEF14,RHO guanyl-nucleotide exchange factor 14,0.460407771,0.688252938,0.559852211,0.350546305,0.022942159,0.416400277,FALSE,,,,,,,,,,,,,
2,246581_at,T,F,AT1G31760,AT1G31760,SWIB/MDM2 domain superfamily protein,0.420646696,0.127259876,0.593962028,0.017119095,0.73504199,0.378805937,FALSE,,,,,,,,,,,,,
2,246584_at,T,F,AT5G14730,AT5G14730,unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF1645 (InterPro:IPR012442); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G01513.1); Has 85 Blast hits to 83 proteins in 14 species: Archae - 0; Bacteria - 9; Metazoa - 0; Fungi - 0; Plants - 76; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.4584802,0.108076331,0.784146731,0.312263666,0.834142606,0.499421907,TRUE,,,,,,,,,,,,,
2,246585_at,T,F,AT5G14750,MYB66|WER1|ATMYB66|WER,myb domain protein 66,0.354790191,0.008584232,0.842570136,0.3061169,0.807256571,0.463863606,TRUE,,,,,,,,,,,,,
2,246587_at,T,F,AT5G14830,AT5G14830,retrotransposon family,0.319369281,0.020161036,0.680344029,0.480981839,0.780412754,0.456253788,FALSE,,,,,,,,,,,,,
2,246591_at,T,F,AT5G14880,AT5G14880,Potassium transporter family protein,0.646951562,0.759662474,0.363146031,0.299874999,0.298147474,0.473556508,TRUE,,,,,,,,,,,,,
2,246592_at,T,F,AT5G14890,AT5G14890,NHL domain-containing protein,0.462970458,0.119551387,0.596360103,0.248238968,0.736192983,0.43266278,FALSE,,,,,,,,,,,,,
2,246595_at,T,F,AT5G14780,FDH,formate dehydrogenase,0.274334384,0.13064211,0.854845948,0.356026256,0.769434506,0.477056641,TRUE,,,,,,,,,,,,,
2,246596_at,T,F,AT5G14740,BETA CA2|CA2|CA18,carbonic anhydrase 2,0.332470946,0.0223785,0.851840225,0.338724915,0.810943434,0.471271604,TRUE,,,,,,,,,,,,,
2,246600_at,T,F,AT5G14930,SAG101,senescence-associated gene 101,0.352201371,0.145737926,0.643948971,0.32773782,0.735422678,0.441009753,FALSE,,,,,,,,,,,,,
2,246601_at,T,T,AT1G31710,AT1G31710,Copper amine oxidase family protein,0.460514011,0.177653041,0.609242625,0.231231003,0.752991007,0.446326337,FALSE,,,,,,,,,,,,,
2,246602_at,T,T,AT1G31710,AT1G31710,Copper amine oxidase family protein,0.500927121,0.219594599,0.44382258,0.214652738,0.730267239,0.421852856,FALSE,,,,,,,,,,,,,
2,246603_at,T,T,AT1G31690,AT1G31690,Copper amine oxidase family protein,0.417321411,0.073859725,0.799413491,0.251705627,0.845727292,0.477605509,TRUE,,,,,,,,,,,,,
2,246609_at,T,F,AT5G35390,AT5G35390,Leucine-rich repeat protein kinase family protein,0.416214381,0.148887904,0.686148256,0.114923598,0.737415127,0.420717853,FALSE,,,,,,,,,,,,,
2,246614_at,T,F,AT5G35410,ATSOS2|CIPK24|SOS2|SNRK3.11,Protein kinase superfamily protein,0.412624208,0.612896624,0.585567869,0.469429232,0.109911456,0.438085878,FALSE,,,,,,,,,,,,,
2,246619_at,T,F,AT5G36290,AT5G36290,Uncharacterized protein family (UPF0016),0.229753707,0.048392592,0.706927315,0.350985745,0.752990691,0.41781001,FALSE,,,,,,,,,,,,,
2,246620_at,T,F,AT5G36220,CYP91A1|CYP81D1,cytochrome p450 81d1,0.184549676,0.097440683,0.715905986,0.312734392,0.692585103,0.400643168,FALSE,,,,,,,,,,,,,
2,246621_at,T,F,AT5G36230,AT5G36230,ARM repeat superfamily protein,0.054569092,0.222897738,0.884228715,0.375661668,0.565454926,0.420562428,FALSE,,,,,,,,,,,,,
2,246622_at,T,F,AT5G36250,AT5G36250,Protein phosphatase 2C family protein,0.246271579,0.201920754,0.911989232,0.342700458,0.751367465,0.490849898,TRUE,,,,,,,,,,,,,
2,246623_at,T,F,AT1G48920,PARL1|NUC-L1|ATNUC-L1,nucleolin like 1,0.431965013,0.665537682,0.698896787,0.486287495,0.176838869,0.491905169,TRUE,,,,,,,,,,,,,
2,246624_at,T,F,AT1G48910,YUC10,Flavin-containing monooxygenase family protein,0.336830032,0.054356952,0.693859191,0.223960258,0.819578687,0.425717024,FALSE,,,,,,,,,,,,,
2,246626_at,T,F,AT1G48870,AT1G48870,Transducin/WD40 repeat-like superfamily protein,0.447690586,0.584846469,0.046230632,0.54650455,0.165729126,0.358200273,FALSE,,,,,,,,,,,,,
2,246630_at,NA,NA,NA,NA,NA,0.147863272,0.219157246,0.890911932,0.410418526,0.719232912,0.477516778,TRUE,,,,,,,,,,,,,
2,246631_at,T,F,AT1G50740,AT1G50740,Transmembrane proteins 14C,0.302606177,0.185104564,0.54587928,0.316633014,0.629352168,0.395915041,FALSE,,,,,,,,,,,,,
2,246632_at,T,F,AT1G29710,AT1G29710,Tetratricopeptide repeat (TPR)-like superfamily protein,0.507036947,0.315918874,0.472049607,0.196109386,0.680757452,0.434374453,FALSE,,,,,,,,,,,,,
2,246633_at,T,F,AT1G29720,AT1G29720,Leucine-rich repeat transmembrane protein kinase,0.178309474,0.178741175,0.907873786,0.364372241,0.723914149,0.470642165,TRUE,,,,,,,,,,,,,
2,246644_at,T,F,AT5G35100,AT5G35100,Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein,0.20263966,0.12324874,0.856573842,0.369260509,0.688925618,0.448129674,FALSE,,,,,,,,,,,,,
2,246650_at,T,F,AT5G35160,AT5G35160,Endomembrane protein 70 protein family,0.265798804,0.061047708,0.696857316,0.380864509,0.821923822,0.445298432,FALSE,,,,,,,,,,,,,
2,246651_at,T,F,AT5G35170,AT5G35170,adenylate kinase family protein,0.252794492,0.084291115,0.860019295,0.336068904,0.740096315,0.454654024,FALSE,,,,,,,,,,,,,
2,246652_at,T,F,AT5G35190,AT5G35190,proline-rich extensin-like family protein,0.376429781,0.016977441,0.680809483,0.344202381,0.777142181,0.439112253,FALSE,,,,,,,,,,,,,
2,246653_at,T,F,AT5G35200,AT5G35200,ENTH/ANTH/VHS superfamily protein,0.258649715,0.058686332,0.877923927,0.293463418,0.734456766,0.444636032,FALSE,,,,,,,,,,,,,
2,246654_s_at,F,NA,AT5G35220,EGY1,Peptidase M50 family protein,0.01651725,0.34981253,0.877114192,0.473985254,0.619137753,0.467313396,TRUE,,,,,,,,,,,,,
2,246660_at,T,F,AT5G35180,AT5G35180,Protein of unknown function (DUF1336),0.156048194,0.14233583,0.829154393,0.338466776,0.647305047,0.422662048,FALSE,,,,,,,,,,,,,
2,246663_at,T,F,AT5G35300,AT5G35300,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.141833755,0.159047146,0.632040938,0.464411125,0.574822661,0.394431125,FALSE,,,,,,,,,,,,,
2,246664_at,T,F,AT5G34800,AT5G34800,"pseudogene, hypothetical protein, predicted proteins - Arabidopsis thaliana",0.194903375,0.028291003,0.618818031,0.427122935,0.685950022,0.391017073,FALSE,,,,,,,,,,,,,
2,246666_at,T,F,AT5G34830,AT5G34830,unknown protein; Has 19 Blast hits to 19 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 3; Fungi - 0; Plants - 16; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.001072998,0.369032604,0.689296493,0.471447306,0.595068386,0.425183557,FALSE,,,,,,,,,,,,,
2,246669_at,T,F,AT5G30500,AT5G30500,Nucleotide-diphospho-sugar transferases superfamily protein,0.277437415,0.126828029,0.39131668,0.59147701,0.595230578,0.396457943,FALSE,,,,,,,,,,,,,
2,246673_at,T,F,AT5G30510,ARRPS1|RPS1,ribosomal protein S1,0.297503878,0.053232002,0.834917829,0.38438054,0.785876161,0.471182082,TRUE,,,,,,,,,,,,,
2,246675_at,T,F,AT5G30420,AT5G30420,"pseudogene, hypothetical protein",0.178587671,0.018632061,0.629768748,0.25698312,0.543227441,0.325439808,FALSE,,,,,,,,,,,,,
2,246681_at,T,F,AT5G33280,AT5G33280,Voltage-gated chloride channel family protein,0.35674431,0.569514779,0.726666688,0.394907001,0.193039828,0.448174521,FALSE,,,,,,,,,,,,,
2,246682_at,T,F,AT5G33290,XGD1,xylogalacturonan deficient 1,0.126726395,0.080063338,0.710505213,0.375565882,0.647620356,0.388096237,FALSE,,,,,,,,,,,,,
2,246683_at,T,F,AT5G33300,AT5G33300,chromosome-associated kinesin-related,0.281418499,0.061839529,0.894329806,0.262811187,0.761904493,0.452460703,FALSE,,,,,,,,,,,,,
2,246685_at,T,F,AT5G33350,AT5G33350,"pseudogene, similar to P0406H10.5, nucleoid DNA-binding protein cnd41, chloroplast - Nicotiana tabacum, PIR:T01996; blastp match of 37% identity and 1.5e-57 P-value to GP|9711879|dbj|BAB07973.1||AP002524 P0406H10.5 {Oryza sativa (japonica cultivar-group)}",0.524762884,0.37150649,0.328634854,0.197488083,0.766889075,0.437856277,FALSE,,,,,,,,,,,,,
2,246687_at,T,F,AT5G33370,AT5G33370,GDSL-like Lipase/Acylhydrolase superfamily protein,0.391140709,0.010378127,0.846497868,0.297324645,0.844286423,0.477925555,TRUE,,,,,,,,,,,,,
2,246690_at,NA,NA,NA,NA,NA,0.471483832,0.093108456,0.758906345,0.079495346,0.669253431,0.414449482,FALSE,,,,,,,,,,,,,
2,246697_at,T,F,AT5G29210,AT5G29210,unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink).,0.40413156,0.018078198,0.514262171,0.393794381,0.873123911,0.440678044,FALSE,,,,,,,,,,,,,
2,246699_at,T,F,AT5G27990,AT5G27990,"Pre-rRNA-processing protein TSR2, conserved region",0.033257975,0.439101797,0.885004263,0.406140791,0.543648106,0.461430586,TRUE,,,,,,,,,,,,,
2,246705_x_at,F,NA,AT5G28110,AT5G28110,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G28120.1),0.082210572,0.251106586,0.549516353,0.432110548,0.616231113,0.386235034,FALSE,,,,,,,,,,,,,
2,246707_at,T,F,AT5G28140,AT5G28140,transposable_element_gene,0.563029342,0.254102182,0.269371168,0.18514082,0.701142916,0.394557285,FALSE,,,,,,,,,,,,,
2,246713_at,T,F,AT5G28210,AT5G28210,mRNA capping enzyme family protein,0.486400627,0.120424833,0.537657421,0.246293905,0.696926662,0.41754069,FALSE,,,,,,,,,,,,,
2,246714_at,T,F,AT5G28220,AT5G28220,Protein prenylyltransferase superfamily protein,0.419246505,0.074156819,0.822946219,0.124792614,0.79182454,0.446593339,FALSE,,,,,,,,,,,,,
2,246715_at,T,F,AT5G28230,AT5G28230,"pseudogene, similar to glucose-6-phosphate/phosphate-translocator precursor, contains similarity to glucose-6-phosphate/phosphate-translocator precursors; blastp match of 78% identity and 1.6e-75 P-value to GP|2997591|gb|AAC08525.1||AF020814 glucose-6-phosphate/phosphate-translocator precursor {Pisum sativum}",0.298285597,0.011427071,0.70899039,0.191334649,0.740751625,0.390157866,FALSE,,,,,,,,,,,,,
2,246722_at,T,F,AT5G29020,AT5G29020,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G60930.1); similar to hypothetical protein TTHERM_00155290 [Tetrahymena thermophila SB210] (GB:XP_001009657.1),0.401499253,0.149326144,0.538972016,0.416800694,0.755710076,0.452461636,FALSE,,,,,,,,,,,,,
2,246725_at,T,F,AT5G29040,AT5G29040,"pseudogene, hypothetical protein",0.179831649,0.211610398,0.897492817,0.135717092,0.544256452,0.393781682,FALSE,,,,,,,,,,,,,
2,246728_at,T,F,AT5G28040,AT5G28040,DNA-binding storekeeper protein-related transcriptional regulator,0.394539992,0.528764613,0.685481366,0.493863675,0.199564049,0.460442739,TRUE,,,,,,,,,,,,,
2,246730_at,T,F,AT5G28060,AT5G28060,Ribosomal protein S24e family protein,0.083836334,0.357247251,0.451274885,0.555540401,0.593176242,0.408215023,FALSE,,,,,,,,,,,,,
2,246731_at,T,F,AT5G27630,ACBP5,acyl-CoA binding protein 5,0.356311707,0.084343118,0.641403959,0.303490174,0.743690156,0.425847823,FALSE,,,,,,,,,,,,,
