nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.258176_at,cor.258177_at,cor.258084_at,cor.245557_at,cor.251865_at,cor.255731_at,cor.246907_at,cor.256187_at,cor.258060_at,cor.259359_at,
6,248601_at,T,F,AT5G49400,AT5G49400,zinc knuckle (CCHC-type) family protein,0.715489863,0.779279911,0.171549397,0.67237727,0.746937665,0.738859005,0.37509739,0.403365302,0.506432578,0.047835053,
6,248606_at,F,NA,AT5G49448,CPuORF4,conserved peptide upstream open reading frame 4,0.513792375,0.69500114,0.208642848,0.648991114,0.645357519,0.545157781,0.502038122,0.186497881,0.423116905,0.133111432,
6,248611_at,T,F,AT5G49520,ATWRKY48|WRKY48,WRKY DNA-binding protein 48,0.833435683,0.751362533,0.35280355,0.859234675,0.762411406,0.692730996,0.014140291,0.259777954,0.527595284,0.426222131,
6,248613_at,T,F,AT5G49555,AT5G49555,FAD/NAD(P)-binding oxidoreductase family protein,0.644170507,0.793986091,0.109736521,0.342406364,0.688073183,0.583786309,0.2420538,0.628234163,0.695377623,0.080999159,
6,248621_at,T,F,AT5G49350,AT5G49350,Glycine-rich protein family,0.774186117,0.759660522,0.241536774,0.814166514,0.799458488,0.585167694,0.132724679,0.259214016,0.522825249,0.382029084,
6,248622_at,T,F,AT5G49360,ATBXL1|BXL1,beta-xylosidase 1,0.547292522,0.647769787,0.350794831,0.712988169,0.778308445,0.330568052,0.134558333,0.268676018,0.829206093,0.645928506,
6,248624_at,T,F,AT5G48790,AT5G48790,Domain of unknown function (DUF1995),0.756800084,0.804666647,0.326929439,0.821893605,0.838213997,0.628516098,0.137877401,0.333042976,0.725412877,0.494416076,
6,248626_at,T,F,AT5G48940,AT5G48940,Leucine-rich repeat transmembrane protein kinase family protein,0.798658649,0.827443088,0.318138113,0.779108205,0.799209808,0.745576349,0.147053205,0.376124554,0.669522479,0.38872449,
6,248630_at,T,F,AT5G48990,AT5G48990,Galactose oxidase/kelch repeat superfamily protein,0.564000618,0.763810227,0.041991854,0.522246565,0.67287292,0.698569058,0.407044099,0.385426242,0.606326373,0.065148895,
6,248640_at,T,F,AT5G48910,LPA66,Pentatricopeptide repeat (PPR) superfamily protein,0.6614669,0.701257144,0.403319852,0.887943663,0.827681738,0.458061165,0.137404884,0.217416557,0.717509303,0.617484355,
6,248666_at,T,F,AT5G48630,AT5G48630,Cyclin family protein,0.459244165,0.611436314,0.515149735,0.697761109,0.843024126,0.170786636,0.260358398,0.240464411,0.790300169,0.63436036,
6,248668_at,T,F,AT5G48720,XRI1|XRI,x-ray induced transcript 1,0.831708893,0.782892826,0.204519513,0.683881758,0.775105184,0.809755409,0.133773797,0.46769687,0.623402044,0.175262808,
6,248669_at,T,F,AT5G48730,AT5G48730,Pentatricopeptide repeat (PPR) superfamily protein,0.707243755,0.738277495,0.452506661,0.841683556,0.822844118,0.586005158,0.204866032,0.259246563,0.61550161,0.4766319,
6,248680_at,T,F,AT5G48840,PANC|PTS|ATPTS,homolog of bacterial PANC,0.608099812,0.750644541,0.431869557,0.704918135,0.809603284,0.567389095,0.288877638,0.433152091,0.588502894,0.427684025,
6,248684_at,T,F,AT5G48485,DIR1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein,0.604219132,0.72549492,0.364338387,0.773630827,0.780964628,0.453576635,0.11328617,0.231233877,0.725146003,0.637379445,
6,248685_at,T,F,AT5G48500,AT5G48500,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G10930.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.500921418,0.63603329,0.035826402,0.695655192,0.747318048,0.304969679,0.095478439,0.217454451,0.692502424,0.545820903,
6,248687_at,T,F,AT5G48300,ADG1|APS1,ADP glucose pyrophosphorylase  1,0.770435126,0.83129603,0.358932134,0.804776422,0.820871986,0.696718512,0.157938921,0.331174913,0.598358187,0.464422188,
6,248688_at,T,F,AT5G48220,AT5G48220,Aldolase-type TIM barrel family protein,0.607918372,0.705987483,0.340435149,0.855205017,0.790854904,0.455810888,0.153937993,0.14235506,0.762148548,0.594954144,
6,248690_at,T,F,AT5G48230,EMB1276|ACAT2,acetoacetyl-CoA thiolase 2,0.793982428,0.76829991,0.288613584,0.779886557,0.737594984,0.75735903,0.022871977,0.332996611,0.621186593,0.4025769,
6,248692_s_at,F,NA,AT5G48320,AT5G48320,Cysteine/Histidine-rich C1 domain family protein,0.7320828,0.701919145,0.362889625,0.57869386,0.621072465,0.71186225,0.004681445,0.380772371,0.591488862,0.363161906,
6,248701_at,T,F,AT5G48410,ATGLR1.3|GLR1.3,glutamate receptor 1.3,0.628624844,0.672678306,0.318214748,0.866906202,0.778097728,0.451497968,0.159799848,0.138125891,0.626656406,0.543401719,
6,248708_at,T,F,AT5G48560,AT5G48560,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.811438494,0.827404583,0.336124258,0.79932927,0.798244297,0.719466413,0.081494594,0.360278791,0.615458915,0.430539706,
6,248715_at,T,F,AT5G48290,AT5G48290,Heavy metal transport/detoxification superfamily protein,0.816653422,0.825250125,0.199851916,0.757830318,0.824479255,0.740639605,0.161775962,0.422423804,0.640389895,0.269846556,
6,248717_at,T,F,AT5G48175,AT5G48175,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: hypocotyl, male gametophyte, root; BEST Arabidopsis thaliana protein match is: Glycosyl hydrolase superfamily protein (TAIR:AT3G09260.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.784266098,0.847368652,0.298037335,0.817609639,0.861478905,0.674224888,0.168923704,0.371570661,0.614438584,0.432269698,
6,248718_at,T,F,AT5G47770,FPS1,farnesyl diphosphate synthase 1,0.837901509,0.782417548,0.342636267,0.515833626,0.642627283,0.888574306,0.063177718,0.578325159,0.459420181,0.123977534,
6,248720_at,T,F,AT5G47750,D6PKL2|PK5,D6 protein kinase like 2,0.646240157,0.686238252,0.274196928,0.870648871,0.855126665,0.436966263,0.089768551,0.189707814,0.68643097,0.563695762,
6,248727_at,T,F,AT5G47990,CYP705A5|THAD1|THAD,"cytochrome P450, family 705, subfamily A, polypeptide 5",0.732241741,0.774915142,0.281547152,0.707301773,0.725671439,0.703547329,0.147488562,0.321426094,0.596764137,0.283473707,
6,248728_at,T,F,AT5G48000,CYP708 A2|THAH|CYP708A2|THAH1,"cytochrome P450, family 708, subfamily A, polypeptide 2",0.7848611,0.734908587,0.268849617,0.707767251,0.720620229,0.739652065,0.151622483,0.367179942,0.660845199,0.183746756,
6,248729_at,T,F,AT5G48010,THAS|THAS1,thalianol synthase 1,0.773001497,0.732079283,0.266519361,0.729043294,0.805954308,0.62453606,0.222144388,0.366604467,0.703304917,0.268549499,
6,248735_at,T,F,AT5G48100,ATLAC15|TT10|LAC15,Laccase/Diphenol oxidase family protein,0.674397805,0.699036563,0.277913233,0.712902647,0.794293443,0.538274365,0.180723776,0.392343319,0.580644316,0.359059695,
6,248736_at,T,F,AT5G48110,AT5G48110,Terpenoid cyclases/Protein prenyltransferases superfamily protein,0.77512135,0.840931245,0.324753104,0.80435687,0.807858492,0.71157527,0.112882655,0.34063991,0.580526834,0.429794542,
6,248737_at,T,F,AT5G48120,AT5G48120,ARM repeat superfamily protein,0.564610172,0.764531177,0.204863895,0.771684651,0.836692181,0.552299015,0.30341158,0.30706851,0.755344876,0.473415622,
6,248770_at,T,F,AT5G47740,AT5G47740,Adenine nucleotide alpha hydrolases-like superfamily protein,0.669060095,0.761401785,0.258577056,0.792860925,0.828805121,0.510751102,0.213347258,0.283361344,0.534769053,0.4511385,
6,248779_at,T,F,AT5G47720,AT5G47720,Thiolase family protein,0.735731713,0.764043602,0.251671712,0.804795602,0.796356348,0.562531532,0.081365122,0.267770441,0.553099674,0.487721706,
6,248790_at,T,F,AT5G47450,ATTIP2;3|TIP2;3|DELTA-TIP3,tonoplast intrinsic protein 2;3,0.659138907,0.749700225,0.357562285,0.539287558,0.619484324,0.720376267,0.10328667,0.398993956,0.547393816,0.387738952,
6,248798_at,T,F,AT5G47190,AT5G47190,Ribosomal protein L19 family protein,0.648326434,0.713227239,0.319120974,0.893632779,0.790246619,0.480360863,0.115115244,0.105897998,0.661308088,0.616725529,
6,248804_at,T,F,AT5G47470,AT5G47470,Nodulin MtN21 /EamA-like transporter family protein,0.591773533,0.551678624,0.556426582,0.522437484,0.68458231,0.507223848,0.166470833,0.43224082,0.386594421,0.302879304,
6,248814_at,T,F,AT5G46910,AT5G46910,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein,0.801706166,0.771399091,0.30404472,0.826780155,0.740377219,0.754670618,0.019930421,0.271161941,0.531550437,0.444711343,
6,248818_at,T,F,AT5G47040,LON2,lon protease 2,0.843844287,0.636176774,0.310080062,0.763473267,0.661197042,0.653370439,0.148944669,0.234974682,0.544136054,0.350244731,
6,248827_at,T,F,AT5G47100,CBL9|ATCBL9,calcineurin B-like protein 9,0.496778987,0.648314085,0.569304477,0.559344515,0.733550792,0.410157439,0.193889227,0.416677789,0.754999503,0.565377639,
6,248828_at,T,F,AT5G47110,LIL3:2,Chlorophyll A-B binding family protein,0.756045699,0.835382566,0.335440198,0.800434946,0.857047953,0.68320376,0.179689036,0.388417996,0.675691941,0.447877144,
6,248835_at,T,F,AT5G47250,AT5G47250,LRR and NB-ARC domains-containing disease resistance protein,0.821672792,0.816976868,0.204933333,0.641340372,0.754782276,0.73386435,0.065001957,0.494859712,0.614224398,0.325876494,
6,248838_at,T,F,AT5G46800,BOU,Mitochondrial substrate carrier family protein,0.52473834,0.727329666,0.299694324,0.773044968,0.89534303,0.353287988,0.310098203,0.305135206,0.810600221,0.601532915,
6,248839_at,T,F,AT5G46690,bHLH071,beta HLH protein 71,0.663120872,0.743309338,0.39764416,0.877512006,0.820904154,0.539345131,0.288273577,0.164339979,0.641254387,0.467919722,
6,248843_at,T,F,AT5G46880,HDG5|HB-7,homeobox-7,0.528786385,0.723408447,0.405904617,0.806906756,0.842511407,0.40405499,0.252833699,0.213747576,0.773464211,0.644355029,
6,248854_at,T,F,AT5G46580,AT5G46580,pentatricopeptide (PPR) repeat-containing protein,0.567762341,0.723018059,0.331216654,0.834155589,0.841868561,0.369698729,0.272649448,0.180151055,0.789395697,0.598427976,
6,248855_at,T,F,AT5G46590,anac096|NAC096,NAC domain containing protein 96,0.809167758,0.808909993,0.370417346,0.643759221,0.744755049,0.737961541,0.042483325,0.463214351,0.515599598,0.406461005,
6,248858_at,T,F,AT5G46630,AT5G46630,Clathrin adaptor complexes medium subunit family protein,0.675491865,0.841075717,0.292972511,0.666241352,0.84073494,0.630516497,0.274851087,0.453353393,0.713512887,0.357505968,
6,248869_at,T,F,AT5G46840,AT5G46840,RNA-binding (RRM/RBD/RNP motifs) family protein,0.724409124,0.835911173,0.125198855,0.756203607,0.797390386,0.68255868,0.194256926,0.372042497,0.654580556,0.391085882,
6,248875_at,T,T,AT5G46470,RPS6,disease resistance protein (TIR-NBS-LRR class) family,0.618599042,0.738338361,0.066946048,0.73489154,0.727094038,0.563643395,0.317275211,0.294886212,0.521623319,0.233727286,
6,248886_at,T,F,AT5G46110,APE2|TPT,Glucose-6-phosphate/phosphate translocator-related,0.770989909,0.79646925,0.28974933,0.813050802,0.811097906,0.692528262,0.125117852,0.328513874,0.69067318,0.435643587,
6,248888_at,T,F,AT5G46240,KAT1,potassium channel in Arabidopsis thaliana 1,0.687813565,0.873596981,0.323762686,0.708452463,0.859608838,0.537208769,0.416902713,0.40519267,0.740044918,0.358826557,
6,248910_at,T,F,AT5G45820,PKS18|SnRK3.6|CIPK20,CBL-interacting protein kinase 20,0.546546998,0.598331825,0.057609706,0.852375734,0.674039644,0.396664582,0.015747982,0.060741858,0.649687193,0.572050634,
6,248919_at,T,F,AT5G45920,AT5G45920,SGNH hydrolase-type esterase superfamily protein,0.709664794,0.780470404,0.383851694,0.693417432,0.758375869,0.716975884,0.148413371,0.378379154,0.680272525,0.418115762,
6,248921_at,T,F,AT5G45950,AT5G45950,GDSL-like Lipase/Acylhydrolase superfamily protein,0.843738563,0.885501702,0.306699682,0.742547875,0.804884946,0.775204631,0.144428697,0.44079878,0.58371858,0.356544017,
6,248932_at,T,F,AT5G46050,ATPTR3|PTR3,peptide transporter 3,0.605537161,0.635493857,0.375886477,0.842997389,0.741049524,0.324882914,0.175253465,0.036449332,0.546891018,0.525564889,
6,248933_at,T,F,AT5G46070,AT5G46070,Guanylate-binding family protein,0.688951516,0.784794685,0.141093225,0.60733302,0.783388374,0.723770619,0.17400636,0.491124289,0.618214088,0.289165992,
6,248943_s_at,F,NA,AT5G45490,AT5G45490,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.78664578,0.75910136,0.248273887,0.40380101,0.593123959,0.844027537,0.124200515,0.60131215,0.502976747,0.063949284,
6,248945_at,T,F,AT5G45510,AT5G45510,Leucine-rich repeat (LRR) family protein,0.76455365,0.785414963,0.427165579,0.729543812,0.864607707,0.533420596,0.137807862,0.455945355,0.757665176,0.467300798,
6,248957_at,T,F,AT5G45620,AT5G45620,Proteasome component (PCI) domain protein,0.767510649,0.784815549,0.175263354,0.68877219,0.659131371,0.803335559,0.01713613,0.354477819,0.572065559,0.295163762,
6,248960_at,T,F,AT5G45640,AT5G45640,Subtilisin-like serine endopeptidase family protein,0.406754042,0.705831709,0.508820109,0.598417592,0.817242951,0.309806692,0.270174391,0.421649007,0.798805896,0.675751376,
6,248971_at,T,F,AT5G45000,AT5G45000,Disease resistance protein (TIR-NBS-LRR class) family,0.738348065,0.802557529,0.347416365,0.720943507,0.843593232,0.651764171,0.195077547,0.449054898,0.76741187,0.339135689,
6,248974_at,T,F,AT5G45060,AT5G45060,Disease resistance protein (TIR-NBS-LRR class) family,0.732885234,0.813514283,0.277297177,0.679981534,0.742634904,0.74846244,0.140446118,0.411563602,0.642542542,0.325378895,
6,248975_at,T,F,AT5G45040,AT5G45040,Cytochrome c,0.635878436,0.692281364,0.452386519,0.786508459,0.767908845,0.442312162,0.08065506,0.201481866,0.719967504,0.618850037,
6,248976_at,T,F,AT5G44930,ARAD2,Exostosin family protein,0.818875348,0.826739568,0.317498664,0.561178839,0.729513474,0.852095585,0.119376617,0.613323851,0.493217135,0.17633663,
6,248978_at,T,F,AT5G45070,AtPP2-A8|PP2-A8,phloem protein 2-A8,0.83137894,0.830275312,0.321434767,0.748796109,0.784158998,0.755804294,0.11972746,0.402188405,0.660316967,0.360868495,
6,248979_at,T,F,AT5G45080,PP2-A6|AtPP2-A6,phloem protein 2-A6,0.862352973,0.827774521,0.243067125,0.778440492,0.811691484,0.737949606,0.141450464,0.346009825,0.597936918,0.300053732,
6,248980_at,T,F,AT5G45090,PP2-A7|AtPP2-A7,phloem protein 2-A7,0.675727809,0.726922747,0.304905407,0.78014516,0.883450054,0.537114263,0.353585714,0.250393471,0.683854032,0.268370067,
6,248981_at,T,F,AT5G45110,NPR3|ATNPR3,NPR1-like protein 3,0.83938717,0.790867879,0.320126998,0.721729135,0.733910701,0.782956812,0.107812441,0.377618066,0.618306437,0.284319652,
6,248983_at,T,F,AT5G45130,RAB5A|RABF2A|ATRAB-F2A|ATRABF2A|RAB-F2A|RHA1|,RAB homolog 1,0.53775085,0.605112079,0.305950804,0.870693806,0.844136635,0.27506798,0.179016575,0.132596411,0.739647151,0.618520908,
6,249002_at,T,F,AT5G44520,AT5G44520,NagB/RpiA/CoA transferase-like superfamily protein,0.759956138,0.793441812,0.360311529,0.830365824,0.839809874,0.660272213,0.124073765,0.326660216,0.68046875,0.476947017,
6,249006_at,T,F,AT5G44660,AT5G44660,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G20190.1); Has 944 Blast hits to 462 proteins in 141 species: Archae - 2; Bacteria - 370; Metazoa - 161; Fungi - 102; Plants - 64; Viruses - 6; Other Eukaryotes - 239 (source: NCBI BLink).,0.77226277,0.792589749,0.421999595,0.689463043,0.769455283,0.737519384,0.154941849,0.424951195,0.673858904,0.327349856,
6,249007_at,T,F,AT5G44650,AtCEST|CEST,Encodes a chloroplast protein that induces tolerance to multiple environmental stresses and reduces photooxidative damage.,0.732767406,0.805029019,0.346485338,0.82207928,0.857122692,0.604543232,0.208940279,0.321186006,0.741618349,0.491827145,
6,249009_at,T,F,AT5G44610,MAP18|PCAP2,microtubule-associated protein 18,0.727543222,0.817287322,0.288309551,0.788715178,0.844673798,0.641884544,0.214380652,0.366021289,0.572272605,0.392667117,
6,249010_at,T,F,AT5G44580,AT5G44580,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 12 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G44582.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.772215716,0.812476225,0.29613643,0.828735572,0.809873732,0.681407442,0.121444454,0.31418171,0.636131757,0.460547389,
6,249026_at,T,F,AT5G44785,OSB3,organellar single-stranded DNA binding protein 3,0.593990414,0.739105237,0.285328449,0.841680247,0.880894879,0.362067347,0.309030985,0.174128532,0.750317009,0.52132692,
6,249027_at,T,F,AT5G44790,HMA7|RAN1,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1),0.600279905,0.705777636,0.298091788,0.878013751,0.836187488,0.399808048,0.134466129,0.160601541,0.720686683,0.653282075,
6,249029_at,T,F,AT5G44870,AT5G44870,Disease resistance protein (TIR-NBS-LRR class) family,0.696891094,0.769879385,0.224860794,0.860350079,0.788659767,0.593825202,0.143920535,0.203606544,0.675831387,0.486763207,
6,249032_at,T,F,AT5G44910,AT5G44910,Toll-Interleukin-Resistance (TIR) domain family protein,0.724945005,0.764968701,0.327094717,0.746685289,0.871245338,0.550125795,0.349587448,0.386984842,0.563690902,0.270996142,
6,249033_at,T,F,AT5G44920,AT5G44920,Toll-Interleukin-Resistance (TIR) domain family protein,0.831390562,0.82059376,0.297385853,0.817684337,0.828213985,0.714627765,0.122559958,0.349905132,0.592482939,0.386075254,
6,249035_at,T,F,AT5G44190,ATGLK2|GPRI2|GLK2,GOLDEN2-like 2,0.723484238,0.813020885,0.235234121,0.819117733,0.85005273,0.594263032,0.162800955,0.355550545,0.731503076,0.48997193,
6,249037_at,T,F,AT5G44130,FLA13,FASCICLIN-like arabinogalactan protein 13 precursor,0.567118081,0.621647491,0.345904632,0.868691779,0.81610982,0.378289764,0.118265934,0.102063737,0.746349193,0.642660665,
6,249040_at,T,F,AT5G44320,AT5G44320,Eukaryotic translation initiation factor 3 subunit 7 (eIF-3),0.70894361,0.829585395,0.192321563,0.674954888,0.800750376,0.689614272,0.190694535,0.439061051,0.684728947,0.371110969,
6,249042_at,T,F,AT5G44350,AT5G44350,ethylene-responsive nuclear protein -related,0.843874376,0.77962762,0.329740279,0.775571341,0.759635006,0.742266783,0.028831365,0.378099016,0.589327425,0.377714955,
6,249045_at,T,F,AT5G44380,AT5G44380,FAD-binding Berberine family protein,0.756995034,0.853945706,0.376131333,0.788074674,0.876491099,0.630824613,0.228056009,0.390261562,0.669993314,0.442234298,
6,249047_at,T,F,AT5G44410,AT5G44410,FAD-binding Berberine family protein,0.779722301,0.722220658,0.485649172,0.610996205,0.76233592,0.70690453,0.144057922,0.497600455,0.661895737,0.27322148,
6,249055_at,T,F,AT5G44460,CML43,calmodulin like 43,0.836408104,0.836750754,0.301721658,0.769679882,0.817811562,0.719716601,0.178729489,0.376392378,0.669987342,0.361118579,
6,249057_at,T,F,AT5G44480,DUR,NAD(P)-binding Rossmann-fold superfamily protein,0.77611381,0.840102503,0.320423534,0.80941624,0.87260764,0.662030932,0.194563118,0.369961244,0.67803687,0.42083335,
6,249058_at,T,F,AT5G44510,TAO1,target of AVRB operation1,0.863225169,0.828539597,0.276412304,0.641870403,0.755913392,0.782489967,0.124037,0.488288263,0.555370114,0.26244312,
6,249061_at,T,F,AT5G44550,AT5G44550,Uncharacterised protein family (UPF0497),0.837318863,0.787360209,0.263745918,0.767491549,0.793926169,0.698300315,0.116173433,0.360057161,0.535632624,0.28953673,
6,249075_at,T,F,AT5G44000,AT5G44000,Glutathione S-transferase family protein,0.891526162,0.835788311,0.325153455,0.66508914,0.728538746,0.842923997,0.063459768,0.496729967,0.5575462,0.257296889,
6,249080_at,T,F,AT5G43990,SUVR2|SDG18,SET-domain containing protein lysine methyltransferase family protein,0.760424793,0.727730508,0.209645817,0.464633318,0.598566045,0.854262084,0.06447808,0.544594684,0.51741662,0.0821763,
6,249086_at,T,F,AT5G44180,AT5G44180,Homeodomain-like transcriptional regulator,0.503939285,0.575601439,0.418779262,0.779128935,0.845261945,0.298753055,0.179536601,0.242568925,0.789341443,0.62492655,
6,249090_at,T,F,AT5G43745,AT5G43745,Protein of unknown function (DUF1012),0.698310983,0.809361966,0.210549974,0.781773638,0.777883474,0.636103016,0.189001712,0.291491555,0.612471059,0.41959967,
6,249094_at,T,F,AT5G43890,YUC5|SUPER1,Flavin-binding monooxygenase family protein,0.625230088,0.66674614,0.251487485,0.528067113,0.559817701,0.678309578,0.069514217,0.358374262,0.589877028,0.188500561,
6,249096_at,T,F,AT5G43910,AT5G43910,pfkB-like carbohydrate kinase family protein,0.833320268,0.799074482,0.308784732,0.745016206,0.79559668,0.734186809,0.156575963,0.398299389,0.667208335,0.295743509,
6,249097_at,T,F,AT5G43520,AT5G43520,Cysteine/Histidine-rich C1 domain family protein,0.789123523,0.840352961,0.316217267,0.764408234,0.787195193,0.744906637,0.136920444,0.347906366,0.626016873,0.404892614,
6,249101_at,T,F,AT5G43580,AT5G43580,"Serine protease inhibitor, potato inhibitor I-type family protein",0.719591836,0.772583196,0.297896545,0.858050036,0.839242431,0.558514976,0.160826672,0.263349095,0.58186924,0.443210544,
6,249104_at,T,F,AT5G43610,ATSUC6|SUC6,sucrose-proton symporter 6,0.537039678,0.644491494,0.329275888,0.398046254,0.625940103,0.598299125,0.070106145,0.521340928,0.51098801,0.338482042,
6,249110_at,T,F,AT5G43730,AT5G43730,Disease resistance protein (CC-NBS-LRR class) family,0.782762675,0.792891497,0.341538059,0.73107247,0.717169325,0.704278275,0.032921164,0.319611404,0.609089612,0.478661601,
6,249121_at,T,F,AT5G43830,AT5G43830,Aluminium induced protein with YGL and LRDR motifs,0.567296619,0.733900581,0.293028674,0.240834062,0.661841968,0.642287167,0.344720697,0.758695829,0.575669815,0.008795938,
6,249122_at,T,F,AT5G43850,ATARD4|ARD4,RmlC-like cupins superfamily protein,0.872902738,0.861089483,0.171252872,0.592483312,0.690872164,0.887457084,0.143189139,0.552147692,0.487182036,0.077581153,
6,249124_at,T,F,AT5G43740,AT5G43740,Disease resistance protein (CC-NBS-LRR class) family,0.796775999,0.867514746,0.187466828,0.75455971,0.781202766,0.768358846,0.211689069,0.404457753,0.568755343,0.275282367,
6,249130_at,T,F,AT5G43100,AT5G43100,Eukaryotic aspartyl protease family protein,0.521533495,0.789356652,0.229768841,0.56970969,0.906093239,0.400882392,0.498776112,0.546707374,0.83971519,0.314589365,
6,249144_at,T,F,AT5G43270,SPL2,squamosa promoter binding protein-like 2,0.522454846,0.701971827,0.147827321,0.363502454,0.734735426,0.512259767,0.485557879,0.601946248,0.713175901,0.097150476,
6,249152_s_at,F,NA,AT5G43370,PHT1;2|APT1|PHT2,phosphate transporter 2,0.864486883,0.83874923,0.325717907,0.788781141,0.778190115,0.768516775,0.081211767,0.356349037,0.553699232,0.368306209,
6,249162_at,T,F,AT5G42765,AT5G42765,"INVOLVED IN: biological_process unknown; LOCATED IN: thylakoid, chloroplast thylakoid membrane, chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Twin-arginine translocation pathway, signal sequence (InterPro:IPR006311); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.641767381,0.719453017,0.310985104,0.897094015,0.820343347,0.46784979,0.154842371,0.131124055,0.7226912,0.57875146,
6,249166_at,T,F,AT5G42840,AT5G42840,Cysteine/Histidine-rich C1 domain family protein,0.685137392,0.675472475,0.178528338,0.675436493,0.665668094,0.612572191,0.228215808,0.202734973,0.655277727,0.294660748,
6,249168_at,T,F,AT5G42870,ATPAH2|PAH2,phosphatidic acid phosphohydrolase 2,0.53382804,0.619558822,0.278154691,0.802785677,0.747391596,0.324779483,0.208054208,0.101103534,0.590648268,0.526974187,
6,249169_at,T,F,AT5G42880,AT5G42880,Plant protein of unknown function (DUF827),0.788831258,0.869570977,0.196218151,0.605543041,0.735545682,0.806532948,0.191017672,0.5096093,0.457954039,0.202620354,
6,249172_at,T,F,AT5G42950,AT5G42950,GYF domain-containing protein,0.67922914,0.788624545,0.124637285,0.770631221,0.802550518,0.669808604,0.275904874,0.314548095,0.579087217,0.297030599,
6,249175_at,T,F,AT5G42970,FUS4|FUS8|CSN4|ATS4|COP14|COP8|EMB134,Proteasome component (PCI) domain protein,0.758021737,0.710323897,0.209839552,0.721805607,0.650877325,0.849089904,0.01223427,0.350329624,0.507535295,0.229277543,
6,249180_at,T,F,AT5G43010,RPT4A,regulatory particle triple-A ATPase 4A,0.660087314,0.639463194,0.279014601,0.574054218,0.614731834,0.644115161,0.009296641,0.353403218,0.658824558,0.249475327,
6,249185_at,T,F,AT5G43030,AT5G43030,Cysteine/Histidine-rich C1 domain family protein,0.793025218,0.774156305,0.307233937,0.67848022,0.6513212,0.782213821,0.027381576,0.341323587,0.581338953,0.354311372,
6,249187_at,T,F,AT5G43060,AT5G43060,Granulin repeat cysteine protease family protein,0.815186551,0.87217915,0.299698555,0.73516564,0.842330262,0.71009531,0.174761508,0.466450566,0.622284991,0.349494914,
6,249190_at,T,F,AT5G42750,BKI1,BRI1 kinase inhibitor 1,0.630449889,0.71985956,0.449905929,0.704292869,0.861794178,0.476331478,0.160135648,0.410972188,0.73068608,0.56978739,
6,249198_s_at,F,NA,AT5G42350,AT5G42350,Galactose oxidase/kelch repeat superfamily protein,0.787131733,0.826351355,0.230567239,0.817605575,0.787811309,0.755928704,0.171676204,0.353030966,0.556675487,0.324443506,
6,249206_at,T,F,AT5G42630,KAN4|ATS,Homeodomain-like superfamily protein,0.79627143,0.82935331,0.286755171,0.7452384,0.762755685,0.782313807,0.129384649,0.370444753,0.632831223,0.351457854,
6,249208_at,T,F,AT5G42650,CYP74A|AOS|DDE2,allene oxide synthase,0.637372354,0.709625205,0.129630901,0.721843086,0.785417882,0.594061713,0.302041049,0.326476937,0.529841088,0.236161932,
6,249218_at,T,F,AT5G42390,AT5G42390,Insulinase (Peptidase family M16) family protein,0.790816916,0.844791098,0.27665584,0.747412468,0.771826042,0.729859093,0.104243759,0.371008357,0.648698712,0.38951768,
6,249224_at,T,F,AT5G42130,AT5G42130,Mitochondrial substrate carrier family protein,0.734124842,0.838860259,0.413300685,0.753858038,0.902750751,0.574313172,0.301835089,0.44730994,0.734090747,0.427625899,
