nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average
4,250257_at,T,F,AT5G13770,AT5G13770,Pentatricopeptide repeat (PPR-like) superfamily protein,0.648801664,0.772621936,0.805472385,0.744080312,0.095805423,0.613356344
4,250260_at,T,F,AT5G13810,AT5G13810,Glutaredoxin family protein,0.814198424,0.888867159,0.622833826,0.782980289,0.341450163,0.690065972
4,250261_at,T,F,AT5G13400,AT5G13400,Major facilitator superfamily protein,0.725205992,0.786695839,0.732367253,0.751870231,0.113300086,0.62188788
4,250262_at,T,F,AT5G13410,AT5G13410,FKBP-like peptidyl-prolyl cis-trans isomerase family protein,0.674804551,0.795125373,0.768386275,0.734111508,0.186971681,0.631879878
4,250263_at,T,F,AT5G13470,AT5G13470,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.724093699,0.608394852,0.667776843,0.664737689,0.464779389,0.625956494
4,250267_at,T,F,AT5G12930,AT5G12930,unknown protein; Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.739980427,0.85744906,0.667823438,0.79468651,0.099167318,0.631821351
4,250268_s_at,F,NA,AT5G12950,AT5G12950,Putative glycosyl hydrolase of unknown function (DUF1680),0.772644774,0.854415158,0.634570424,0.853665986,0.031073951,0.629274059
4,250269_at,T,F,AT5G12970,AT5G12970,Calcium-dependent lipid-binding (CaLB domain) plant phosphoribosyltransferase family protein,0.520713325,0.640870604,0.716534009,0.602347063,0.237487795,0.543590559
4,250272_at,T,F,AT5G13000,ATGSL12|gsl12|GSL12,glucan synthase-like 12,0.827198954,0.702159474,0.556393094,0.571081952,0.495561794,0.630479054
4,250273_at,T,F,AT5G13010,EMB3011,RNA helicase family protein,0.69888868,0.669548247,0.771704256,0.591214538,0.115110522,0.569293249
4,250276_at,T,T,AT5G13030,AT5G13030,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Uncharacterised protein family UPF0061 (InterPro:IPR003846); Has 5046 Blast hits to 4997 proteins in 1211 species: Archae - 8; Bacteria - 2327; Metazoa - 120; Fungi - 134; Plants - 48; Viruses - 0; Other Eukaryotes - 2409 (source: NCBI BLink).,0.60633661,0.738086722,0.592489669,0.652072035,0.258482299,0.569493467
4,250278_at,T,F,AT5G12860,DiT1,dicarboxylate transporter 1,0.748291218,0.850837072,0.771485137,0.771602152,0.043756498,0.637194415
4,250281_at,T,F,AT5G13240,AT5G13240,transcription regulators,0.552276643,0.657024987,0.708741326,0.657237721,0.008427003,0.516741536
4,250283_at,T,F,AT5G13270,RARE1,Pentatricopeptide repeat (PPR) superfamily protein,0.762519475,0.882094616,0.769751424,0.779419289,0.015937458,0.641944452
4,250287_at,T,F,AT5G13330,Rap2.6L,related to AP2 6l,0.778396779,0.8256523,0.821051603,0.808850672,0.001222358,0.647034743
4,250289_at,T,F,AT5G13190,AT5G13190,CONTAINS InterPro DOMAIN/s: LPS-induced tumor necrosis factor alpha factor (InterPro:IPR006629); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.624746851,0.793255654,0.503718013,0.775346209,0.056084928,0.550630331
4,250292_at,T,F,AT5G13220,JAZ10|TIFY9|JAS1,jasmonate-zim-domain protein 10,0.714953947,0.795724051,0.574968816,0.839780488,0.087478935,0.602581247
4,250293_s_at,F,NA,AT5G13370,AT5G13370,Auxin-responsive GH3 family protein,0.780292348,0.618545634,0.69118037,0.783997134,0.371872721,0.649177641
4,250301_at,T,F,AT5G11970,AT5G11970,Protein of unknown function (DUF3511),0.712594317,0.798851945,0.833566929,0.786145259,0.049421582,0.636116006
4,250302_at,T,F,AT5G11920,AtcwINV6|cwINV6,6-&1-fructan exohydrolase,0.601169902,0.764053715,0.734426736,0.712251263,0.208973669,0.604175057
4,250305_at,T,F,AT5G12150,AT5G12150,Rho GTPase activation protein (RhoGAP) with PH domain,0.678120209,0.810847743,0.725538107,0.775134954,0.088084555,0.615545114
4,250310_at,T,F,AT5G12230,MED19A,MED19A; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G19480.2); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.928727443,0.87189336,0.719785429,0.860307602,0.231479419,0.722438651
4,250311_at,NA,NA,NA,NA,NA,0.574568136,0.723080203,0.69322622,0.700175377,0.172366169,0.572683221
4,250315_at,T,F,AT5G12130,PDE149|ATTERC,integral membrane TerC family protein,0.650580018,0.769318961,0.8084418,0.73483993,0.129031139,0.61844237
4,250323_at,T,F,AT5G12880,AT5G12880,proline-rich family protein,0.717525568,0.817371881,0.741329211,0.784975784,0.091266868,0.630493863
4,250332_at,T,F,AT5G11680,AT5G11680,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cytosol, plasma membrane; EXPRESSED IN: 26 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: WW-domain-binding protein (InterPro:IPR018826); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.792295942,0.748293831,0.679896569,0.662702071,0.215944007,0.619826484
4,250333_at,T,F,AT5G11690,ATTIM17-3|TIM17-3,translocase inner membrane subunit 17-3,0.874083819,0.700702284,0.648500684,0.655374479,0.468313869,0.669395027
4,250335_at,T,F,AT5G11650,AT5G11650,alpha/beta-Hydrolases superfamily protein,0.723877308,0.870691165,0.6105067,0.794449024,0.064991821,0.612903204
4,250336_at,T,F,AT5G11720,AT5G11720,Glycosyl hydrolases family 31  protein,0.602046977,0.620461291,0.653346197,0.610533007,0.042292688,0.505736032
4,250337_at,T,F,AT5G11790,NDL2,N-MYC downregulated-like 2,0.793180765,0.89729957,0.552084684,0.815744256,0.062431682,0.624148191
4,250339_at,T,F,AT5G11670,NADP-ME2|ATNADP-ME2,NADP-malic enzyme 2,0.584334255,0.685458108,0.754905565,0.619129761,0.095691827,0.547903903
4,250340_at,T,F,AT5G11840,AT5G11840,Protein of unknown function (DUF1230),0.659733026,0.778926498,0.728408665,0.73189585,0.178232667,0.615439341
4,250341_at,T,F,AT5G11850,AT5G11850,Protein kinase superfamily protein,0.785284371,0.883553643,0.718097539,0.784193626,0.003095143,0.634844865
4,250342_at,T,F,AT5G11870,AT5G11870,Alkaline phytoceramidase (aPHC),0.693845136,0.787191189,0.762666804,0.697447129,0.14323561,0.616877173
4,250350_at,T,F,AT5G12010,AT5G12010,"unknown protein; INVOLVED IN: response to salt stress; LOCATED IN: chloroplast, plasma membrane, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G29780.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",0.778093778,0.781573319,0.830213185,0.831555863,0.198120386,0.683911306
4,250351_at,T,F,AT5G12030,AT-HSP17.6A|HSP17.6A|HSP17.6,heat shock protein 17.6A,0.785611523,0.666143858,0.628541289,0.653459173,0.433269499,0.633405068
4,250352_at,T,F,AT5G11490,AT5G11490,adaptin family protein,0.683215614,0.615731886,0.171800744,0.693183864,0.555978865,0.543982195
4,250357_at,T,F,AT5G11730,AT5G11730,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein",0.642332808,0.719155794,0.878258213,0.737368754,0.153453375,0.626113789
4,250363_at,T,F,AT5G11390,WIT1,WPP domain-interacting protein 1,0.56297947,0.63155224,0.703909203,0.714362557,0.025545645,0.527669823
4,250366_at,T,F,AT5G11420,AT5G11420,"Protein of unknown function, DUF642",0.763091348,0.820351686,0.848301146,0.798024719,0.036582793,0.653270339
4,250371_at,T,F,AT5G11450,AT5G11450,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein,0.743576198,0.811631642,0.829939321,0.777512783,0.036231737,0.639778336
4,250376_at,T,F,AT5G11550,AT5G11550,ARM repeat superfamily protein,0.651545699,0.76493417,0.82199151,0.73496578,0.075572602,0.609801952
4,250378_at,T,F,AT5G11570,AT5G11570,Major facilitator superfamily protein,0.630019245,0.535221675,0.652191221,0.662532301,0.235154631,0.543023815
4,250379_at,T,F,AT5G11590,TINY2,Integrase-type DNA-binding superfamily protein,0.632659533,0.722075092,0.685220484,0.705038975,0.149483423,0.578895501
4,250382_at,T,F,AT5G11580,AT5G11580,Regulator of chromosome condensation (RCC1) family protein,0.64069997,0.665617484,0.58322466,0.738780155,0.101683766,0.546001207
4,250383_at,T,F,AT5G11480,AT5G11480,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.701670731,0.790966472,0.848514232,0.749003262,0.061387972,0.630308534
4,250385_at,T,F,AT5G11520,YLS4|ASP3,aspartate aminotransferase 3,0.713227318,0.624312574,0.85358463,0.681937006,0.327039684,0.640020242
4,250387_at,T,F,AT5G11290,AT5G11290,Plant protein of unknown function (DUF247),0.696539411,0.752851523,0.596187707,0.603234317,0.071836724,0.544129937
4,250388_at,T,F,AT5G11310,AT5G11310,Pentatricopeptide repeat (PPR) superfamily protein,0.613402038,0.558312216,0.692216153,0.749068193,0.166838596,0.555967439
4,250391_at,T,F,AT5G10850,AT5G10850,similar to nucleic acid binding / zinc ion binding [Arabidopsis thaliana] (TAIR:AT2G01050.1); similar to unnamed protein product [Ipomoea batatas] (GB:BAE79383.1),0.542633436,0.80587903,0.701693148,0.586178116,0.303280087,0.587932763
4,250394_at,T,F,AT5G10910,AT5G10910,mraW methylase family protein,0.733439162,0.799770571,0.741694196,0.723334497,0.148630799,0.629373845
4,250395_at,T,F,AT5G10950,AT5G10950,Tudor/PWWP/MBT superfamily protein,0.72534851,0.743125462,0.640561775,0.721620297,0.103163548,0.586763918
4,250397_at,T,F,AT5G10980,AT5G10980,Histone superfamily protein,0.684746673,0.776164488,0.608635036,0.793802137,0.002022116,0.57307409
4,250400_at,T,F,AT5G10740,AT5G10740,Protein phosphatase 2C family protein,0.784722863,0.85833213,0.776824203,0.783310363,0.079394797,0.656516871
4,250402_at,T,F,AT5G10940,AT5G10940,transducin family protein / WD-40 repeat family protein,0.74935922,0.618766058,0.597589245,0.586497357,0.422964738,0.595035323
4,250403_at,T,F,AT5G10920,AT5G10920,L-Aspartase-like family protein,0.70012954,0.614152408,0.657656899,0.545314422,0.319368353,0.567324324
4,250415_at,T,F,AT5G11210,ATGLR2.5|GLR2.5,glutamate receptor 2.5,0.868532638,0.865490559,0.684758151,0.847558207,0.230354844,0.69933888
4,250418_at,T,F,AT5G11240,AT5G11240,transducin family protein / WD-40 repeat family protein,0.693253035,0.839326639,0.666715475,0.804085156,0.099586729,0.620593407
4,250420_at,T,F,AT5G11260,HY5|TED 5,Basic-leucine zipper (bZIP) transcription factor family protein,0.671645182,0.75120329,0.74063259,0.771407307,0.076162002,0.602210074
4,250421_at,T,F,AT5G11270,OCP3,overexpressor of cationic peroxidase 3,0.53806039,0.689104553,0.81541984,0.528385723,0.142657042,0.54272551
4,250426_at,T,F,AT5G10510,AIL6|PLT3,AINTEGUMENTA-like 6,0.639828275,0.804174646,0.663854733,0.755192328,0.070343692,0.586678735
4,250429_at,T,F,AT5G10470,KCA1|KAC1,kinesin like protein for actin based chloroplast movement 1,0.673833651,0.77882204,0.7705524,0.759823229,0.093227448,0.615251754
4,250430_at,T,F,AT5G10460,AT5G10460,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,0.729981609,0.77110428,0.896859626,0.739539688,0.113545153,0.650206071
4,250431_at,T,F,AT5G10440,CYCD4;2,cyclin d4;2,0.567174619,0.675240403,0.610835688,0.720245312,0.01771984,0.518243172
4,250432_at,T,F,AT5G10420,AT5G10420,MATE efflux family protein,0.574516352,0.6502058,0.724002907,0.679302086,0.167633526,0.559132134
4,250434_at,T,F,AT5G10390,AT5G10390,Histone superfamily protein,0.826361854,0.741334058,0.719558138,0.650924095,0.249804599,0.637596549
4,250437_at,T,F,AT5G10430,ATAGP4|AGP4,arabinogalactan protein 4,0.553518683,0.766028771,0.636780404,0.659935956,0.175071243,0.558267012
4,250443_at,T,F,AT5G10520,RBK1,ROP binding protein kinases 1,0.63984046,0.771560813,0.640838889,0.748450444,0.144204924,0.588979106
4,250444_at,T,F,AT5G10560,AT5G10560,Glycosyl hydrolase family protein,0.898923577,0.859708492,0.62495751,0.851868256,0.349914184,0.717074404
4,250448_at,T,F,AT5G10820,AT5G10820,Major facilitator superfamily protein,0.641350713,0.766780294,0.70643505,0.750688597,0.061605327,0.585371997
4,250449_at,T,F,AT5G10830,AT5G10830,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.678285982,0.793936231,0.686482132,0.822671261,0.021960766,0.600667274
4,250453_at,T,F,AT5G10620,AT5G10620,methyltransferases,0.70729611,0.781824904,0.850189011,0.750255461,0.02203352,0.622319801
4,250455_at,T,F,AT5G09980,PROPEP4,elicitor peptide 4 precursor,0.728185586,0.831180738,0.644818359,0.839616428,0.136919347,0.636144092
4,250457_at,T,F,AT5G09880,AT5G09880,"Splicing factor, CC1-like",0.816824932,0.812676973,0.683093563,0.684037524,0.22931228,0.645189054
4,250459_at,T,F,AT5G09860,AtHPR1|HPR1|THO1|AtTHO1,nuclear matrix protein-related,0.862474897,0.754319414,0.846813045,0.757431502,0.296311274,0.703470026
4,250466_at,T,F,AT5G10090,AT5G10090,Tetratricopeptide repeat (TPR)-like superfamily protein,0.5881522,0.692789458,0.673687195,0.731037367,0.185452266,0.574223697
4,250467_at,T,F,AT5G10100,AT5G10100,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,0.69814178,0.782909458,0.700132448,0.782712658,0.052577889,0.603294847
4,250470_at,T,F,AT5G10160,AT5G10160,Thioesterase superfamily protein,0.872713937,0.846897867,0.544363974,0.842550649,0.480278618,0.717361009
4,250475_at,T,F,AT5G10180,SULTR2;1|AST68,slufate transporter 2;1,0.621245529,0.771723138,0.652900845,0.72560909,0.205019693,0.595299659
4,250476_at,T,F,AT5G10140,FLC|AGL25|FLF,K-box region and MADS-box transcription factor family protein,0.580185457,0.60451317,0.677094449,0.625519174,0.224449821,0.542352414
4,250477_at,T,F,AT5G10190,AT5G10190,Major facilitator superfamily protein,0.653680865,0.771571074,0.59432291,0.755291786,0.159161416,0.58680561
4,250478_at,T,F,AT5G10250,DOT3,Phototropic-responsive NPH3 family protein,0.631077941,0.676338701,0.862378289,0.650203035,0.004445382,0.56488867
4,250481_at,T,F,AT5G10310,AT5G10310,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 10 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G13898.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).,0.579980573,0.662354826,0.827884818,0.502405468,0.033938761,0.521312889
4,250482_at,T,F,AT5G10320,AT5G10320,unknown protein; Has 54 Blast hits to 53 proteins in 19 species: Archae - 0; Bacteria - 4; Metazoa - 0; Fungi - 0; Plants - 50; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.760406078,0.823470043,0.800278811,0.731177594,0.064266943,0.635919894
4,250483_at,T,F,AT5G10300,HNL|MES5|ATMES5,methyl esterase 5,0.694307174,0.757684614,0.787684603,0.790415675,0.022128709,0.610444155
4,250486_at,F,NA,AT5G09672,CPuORF21,conserved peptide upstream open reading frame 21,0.526591261,0.746304122,0.570203904,0.647583443,0.169933754,0.532123297
4,250490_at,T,F,AT5G09760,AT5G09760,Plant invertase/pectin methylesterase inhibitor superfamily,0.738399905,0.678562208,0.720020078,0.697470962,0.311628125,0.629216256
4,250491_at,T,F,AT5G09780,AT5G09780,Transcriptional factor B3 family protein,0.660349256,0.698199061,0.764886698,0.706226604,0.026753646,0.571283053
4,250493_at,T,F,AT5G09800,AT5G09800,ARM repeat superfamily protein,0.661122939,0.758952629,0.645329153,0.813329889,0.022810701,0.580309062
4,250496_at,T,F,AT5G09650,PPa6|AtPPa6,pyrophosphorylase 6,0.83126925,0.828746116,0.806332116,0.815632912,0.246856157,0.70576731
4,250498_at,T,F,AT5G09660,PMDH2,peroxisomal NAD-malate dehydrogenase 2,0.667944545,0.774733975,0.784323082,0.73295432,0.142147678,0.62042072
4,250500_at,T,F,AT5G09530,AT5G09530,hydroxyproline-rich glycoprotein family protein,0.669667813,0.704862443,0.837302494,0.677731382,0.133791693,0.604671165
4,250502_at,T,F,AT5G09590,MTHSC70-2|HSC70-5,mitochondrial HSO70 2,0.750827976,0.70907698,0.78136201,0.667605393,0.179171766,0.617608825
4,250503_at,T,F,AT5G09820,AT5G09820,Plastid-lipid associated protein PAP / fibrillin family protein,0.704811778,0.778724575,0.810103232,0.715648655,0.007617266,0.603381101
4,250505_at,T,F,AT5G09870,CESA5,cellulose synthase 5,0.661922764,0.765663157,0.622557913,0.612078044,0.187820304,0.570008436
4,250509_at,T,F,AT5G09970,CYP78A7,"cytochrome P450, family 78, subfamily A, polypeptide 7",0.53321982,0.578344045,0.644084177,0.645364078,0.180078164,0.516218057
4,250511_at,T,F,AT5G09960,AT5G09960,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RPM1-interacting protein 4, defence response (InterPro:IPR008700); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64850.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.620980471,0.801874872,0.62430442,0.765435515,0.028620573,0.56824317
4,250512_at,T,F,AT5G09995,AT5G09995,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G08530.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.791569293,0.84771849,0.799817517,0.80781427,0.062302797,0.661844473
4,250513_at,T,F,AT5G09890,AT5G09890,Protein kinase family protein,0.597157708,0.782414421,0.631341816,0.598923133,0.172820264,0.556531468
4,250515_at,T,F,AT5G09570,AT5G09570,Cox19-like CHCH family protein,0.800558783,0.663322846,0.570003671,0.564656515,0.33673257,0.587054877
4,250518_at,T,F,AT5G08139,AT5G08139,RING/U-box superfamily protein,0.583170376,0.720865661,0.587620199,0.666857023,0.154584963,0.542619644
4,250531_at,T,F,AT5G08650,AT5G08650,Small GTP-binding protein,0.690294823,0.795663253,0.844892241,0.754686433,0.089856535,0.635078657
4,250532_at,T,F,AT5G08540,AT5G08540,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast thylakoid membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.79113943,0.896785396,0.776978913,0.842481657,0.088712044,0.679219488
4,250539_at,T,F,AT5G08560,AT5G08560,transducin family protein / WD-40 repeat family protein,0.695443999,0.766462539,0.77410991,0.660434631,0.122865784,0.603863373
4,250541_at,T,F,AT5G09520,AT5G09520,hydroxyproline-rich glycoprotein family protein,0.571192191,0.603439123,0.781960372,0.55159753,0.215605188,0.544758881
4,250542_at,T,F,AT5G08270,AT5G08270,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23200.1); Has 89 Blast hits to 86 proteins in 45 species: Archae - 0; Bacteria - 0; Metazoa - 27; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).,0.809657568,0.817188624,0.745787931,0.822062384,0.191800632,0.677299428
4,250543_at,T,F,AT5G08190,NF-YB12,"nuclear factor Y, subunit B12",0.623437835,0.740939312,0.614353493,0.748041958,0.096891756,0.564732871
4,250548_at,T,F,AT5G08120,MPB2C,movement protein binding protein 2C,0.831615647,0.779269183,0.489467147,0.787788473,0.526057585,0.682839607
4,250550_at,T,F,AT5G07870,AT5G07870,HXXXD-type acyl-transferase family protein,0.640124679,0.786342124,0.595035262,0.811013142,0.072931209,0.581089283
4,250554_at,T,F,AT5G07900,AT5G07900,Mitochondrial transcription termination factor family protein,0.631248663,0.743501467,0.76890494,0.705816531,0.082094487,0.586313218
4,250557_at,F,NA,AT5G07842,CPuORF16,conserved peptide upstream open reading frame 16,0.792218872,0.803185921,0.665614965,0.879275985,0.077226073,0.643504363
4,250559_at,T,F,AT5G08010,AT5G08010,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G61040.1); Has 5732 Blast hits to 4319 proteins in 440 species: Archae - 66; Bacteria - 397; Metazoa - 2437; Fungi - 292; Plants - 238; Viruses - 35; Other Eukaryotes - 2267 (source: NCBI BLink).,0.659266431,0.817517835,0.742200659,0.669055252,0.069591204,0.591526276
4,250562_at,T,F,AT5G08040,TOM5,mitochondrial import receptor subunit TOM5 homolog,0.728215569,0.674954385,0.379865229,0.624849053,0.582068694,0.597990586
4,250563_at,T,F,AT5G08050,AT5G08050,Protein of unknown function (DUF1118),0.648781439,0.790201181,0.791551831,0.748656189,0.123726083,0.620583345
4,250565_at,T,F,AT5G08000,PDCB2|E13L3,"glucan endo-1,3-beta-glucosidase-like protein 3",0.663963861,0.779522403,0.682909308,0.713121821,0.16350742,0.600604963
4,250566_at,T,F,AT5G08070,TCP17,TCP domain protein 17,0.636862265,0.734576668,0.85804133,0.689646736,0.034692567,0.590763913
4,250567_at,T,F,AT5G08090,AT5G08090,unknown protein; Has 13 Blast hits to 13 proteins in 8 species: Archae - 0; Bacteria - 4; Metazoa - 6; Fungi - 2; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.517087674,0.594730224,0.705932586,0.685260203,0.108654156,0.522332969
4,250568_at,T,F,AT5G08110,AT5G08110,nucleic acid binding;ATP-dependent helicases;ATP binding;helicases;ATP-dependent helicases,0.800839076,0.906758531,0.665519294,0.787991141,0.230149168,0.678251442
4,250570_at,T,F,AT5G08170,ATAIH|EMB1873,porphyromonas-type peptidyl-arginine deiminase family protein,0.739567947,0.696200317,0.663852885,0.784822802,0.132225035,0.603333797
4,250572_at,T,F,AT5G08210,MIR834A,MIR834a; miRNA,0.601739113,0.561449811,0.35393076,0.611028677,0.705302637,0.5666902
4,250574_at,T,F,AT5G08230,AT5G08230,Tudor/PWWP/MBT domain-containing protein,0.652952903,0.786013873,0.743917568,0.718888204,0.05138829,0.590632167
4,250575_at,T,F,AT5G08240,AT5G08240,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G23160.1); Has 69 Blast hits to 69 proteins in 10 species: Archae - 0; Bacteria - 1; Metazoa - 0; Fungi - 0; Plants - 68; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.662728861,0.797772903,0.690375079,0.734939212,0.124797485,0.602122708
4,250578_at,T,F,AT5G07850,AT5G07850,HXXXD-type acyl-transferase family protein,0.542349136,0.655411638,0.673593901,0.599076409,0.105972729,0.515280763
4,250580_at,T,F,AT5G07440,GDH2,glutamate dehydrogenase 2,0.697977708,0.790200415,0.640536392,0.742091585,0.136589639,0.601479148
4,250582_at,T,F,AT5G07580,AT5G07580,Integrase-type DNA-binding superfamily protein,0.719912982,0.723014322,0.788888585,0.718547242,0.27952468,0.645977562
4,250584_at,T,F,AT5G07590,AT5G07590,Transducin/WD40 repeat-like superfamily protein,0.856241381,0.730760925,0.597730271,0.812987014,0.485037161,0.69655135
4,250585_at,T,F,AT5G07620,AT5G07620,Protein kinase superfamily protein,0.527032844,0.702751683,0.556050668,0.538753667,0.180110166,0.500939806
4,250588_at,T,F,AT5G07660,SMC6A,structural maintenance of chromosomes 6A,0.618093944,0.707681516,0.581371294,0.5639151,0.134537508,0.521119872
4,250591_at,T,F,AT5G07720,AT5G07720,Galactosyl transferase GMA12/MNN10 family protein,0.734201463,0.843156422,0.611819714,0.779934722,0.002900678,0.5944026
4,250592_at,NA,NA,NA,NA,NA,0.869701703,0.738119005,0.682831278,0.714013136,0.303396062,0.661612237
4,250597_at,T,F,AT5G07680,NAC080|ANAC080|ATNAC4|ANAC079,NAC domain containing protein 80,0.611640568,0.730132864,0.791822245,0.677655375,0.203884181,0.603027047
4,250598_at,T,F,AT5G07690,MYB29|ATMYB29|PMG2,myb domain protein 29,0.662886446,0.770113174,0.760790653,0.732369962,0.171861728,0.619604392
4,250599_at,T,F,AT5G07730,AT5G07730,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G61360.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.683947551,0.724163727,0.683073704,0.779035968,0.23748825,0.62154184
4,250602_s_at,F,NA,AT5G07980,AT5G07980,dentin sialophosphoprotein-related,0.660172131,0.739734865,0.706085997,0.692162662,0.054634669,0.570558065
4,250603_at,T,F,AT5G07820,AT5G07820,Plant calmodulin-binding protein-related,0.615355508,0.755229625,0.703726127,0.728831209,0.177160733,0.59606064
4,250613_at,T,F,AT5G07240,IQD24,IQ-domain 24,0.669879751,0.778346619,0.732866183,0.692066897,0.121282745,0.598888439
4,250615_at,T,F,AT5G07270,XBAT33,XB3 ortholog 3 in Arabidopsis thaliana,0.668197135,0.794621532,0.538492366,0.698431852,0.049961637,0.549940904
4,250617_at,T,F,AT5G07290,AML4|ML4,MEI2-like 4,0.723497308,0.676327009,0.652095745,0.588022084,0.028122447,0.533612918
4,250622_at,T,F,AT5G07310,AT5G07310,Integrase-type DNA-binding superfamily protein,0.759220169,0.613173496,0.566830509,0.590915855,0.312951169,0.56861824
4,250623_at,T,F,AT5G07320,AT5G07320,Mitochondrial substrate carrier family protein,0.614576564,0.730611823,0.758405172,0.652343695,0.238799493,0.598947349
4,250626_at,NA,NA,NA,NA,NA,0.607186898,0.674979754,0.837491055,0.709514456,0.130533034,0.591941039
4,250627_at,T,F,AT5G07360,AT5G07360,Amidase family protein,0.522409994,0.666819889,0.736348019,0.600631389,0.340714964,0.573384851
4,250629_at,T,F,AT5G07390,ATRBOHA|RBOHA,respiratory burst oxidase homolog A,0.831712656,0.833614449,0.766876646,0.783271448,0.017456841,0.646586408
